data||type||speaker||lineNumber||songTitle||songNumber||album||
I can't keep myself and still keep you too||Intro||Kanye West||20||Love Lockdown||5||808s & Heartbreak||
So I keep in mind, when I'm on my own||Intro||Kanye West||21||Love Lockdown||5||808s & Heartbreak||
Somewhere far from home, in the danger zone||Intro||Kanye West||22||Love Lockdown||5||808s & Heartbreak||
How many times did I tell you 'fore it finally got through?||Intro||Kanye West||23||Love Lockdown||5||808s & Heartbreak||
You lose, you lose||Intro||Kanye West||24||Love Lockdown||5||808s & Heartbreak||
I'm not loving you, way I wanted to||Intro||Kanye West||25||Love Lockdown||5||808s & Heartbreak||
See I had to go, see I had to move||Intro||Kanye West||26||Love Lockdown||5||808s & Heartbreak||
No more wasting time, you can't wait for life||Intro||Kanye West||27||Love Lockdown||5||808s & Heartbreak||
We're just racin' time, where's the finish line?||Intro||Kanye West||28||Love Lockdown||5||808s & Heartbreak||
So keep your love lockdown—your love lockdown||Intro||Kanye West||29||Love Lockdown||5||808s & Heartbreak||
Keeping your love lockdown—your love lockdown||Intro||Kanye West||30||Love Lockdown||5||808s & Heartbreak||
Now keep your love lockdown—your love lockdown||Intro||Kanye West||31||Love Lockdown||5||808s & Heartbreak||
Now keep your love lockdown—you lose||Intro||Kanye West||32||Love Lockdown||5||808s & Heartbreak||
I'm not loving you, way I wanted to||Intro||Kanye West||33||Love Lockdown||5||808s & Heartbreak||
I bet no one knew, I got no one new||Intro||Kanye West||34||Love Lockdown||5||808s & Heartbreak||
Know I said I'm through, but got love for you||Intro||Kanye West||35||Love Lockdown||5||808s & Heartbreak||
But I'm not loving you, the way I wanted to||Intro||Kanye West||36||Love Lockdown||5||808s & Heartbreak||
Gotta keep it goin', keep the loving goin'||Intro||Kanye West||37||Love Lockdown||5||808s & Heartbreak||
Keep it on the roll, only God knows||Intro||Kanye West||38||Love Lockdown||5||808s & Heartbreak||
If I be with you, baby, I'm confused||Intro||Kanye West||39||Love Lockdown||5||808s & Heartbreak||
You choose, you choose||Intro||Kanye West||40||Love Lockdown||5||808s & Heartbreak||
I'm not loving you, way I wanted to||Intro||Kanye West||41||Love Lockdown||5||808s & Heartbreak||
Where I wanna go, I don't need you||Intro||Kanye West||42||Love Lockdown||5||808s & Heartbreak||
I've been down this road too many times before||Intro||Kanye West||43||Love Lockdown||5||808s & Heartbreak||
I'm not loving you, way I wanted to||Intro||Kanye West||44||Love Lockdown||5||808s & Heartbreak||
So keep your love lockdown—your love lockdown||Intro||Kanye West||45||Love Lockdown||5||808s & Heartbreak||
Keeping your love lockdown—your love lockdown||Intro||Kanye West||46||Love Lockdown||5||808s & Heartbreak||
Now keep your love lockdown—your love lockdown||Intro||Kanye West||47||Love Lockdown||5||808s & Heartbreak||
Now keep your love lockdown—you lose||Intro||Kanye West||48||Love Lockdown||5||808s & Heartbreak||
You lose, you lose||Intro||Kanye West||49||Love Lockdown||5||808s & Heartbreak||
You lose, you lose||Intro||Kanye West||50||Love Lockdown||5||808s & Heartbreak||
She really thought that? (Yeah)||Intro||Kanye West||1||Paranoid||6||808s & Heartbreak||
Yeah, she's so paranoid (Yeah, that's good, paranoid)||Intro||Kanye West||2||Paranoid||6||808s & Heartbreak||
Girls gonna love this song, ahaha||Intro||Kanye West||3||Paranoid||6||808s & Heartbreak||
Why are you so paranoid? (Aha-ha-ha-ha-ha)||Intro||Kanye West||4||Paranoid||6||808s & Heartbreak||
Don't be so paranoid, don't be so||Intro||Kanye West||5||Paranoid||6||808s & Heartbreak||
Baby, don't worry 'bout it||Refrain||Kanye West||6||Paranoid||6||808s & Heartbreak||
Hey there, don't even think about it||Refrain||Kanye West||7||Paranoid||6||808s & Heartbreak||
You worry 'bout the wrong things, the wrong things||Refrain||Kanye West||8||Paranoid||6||808s & Heartbreak||
You worry 'bout the wrong things, the wrong things||Refrain||Kanye West||9||Paranoid||6||808s & Heartbreak||
You worry 'bout the wrong things, the wrong things||Refrain||Kanye West||10||Paranoid||6||808s & Heartbreak||
You worry 'bout the wrong things, the wrong things||Refrain||Kanye West||11||Paranoid||6||808s & Heartbreak||
Tell me right now||Verse 1||Kanye West||12||Paranoid||6||808s & Heartbreak||
You really wanna spend your whole life alone?||Verse 1||Kanye West||13||Paranoid||6||808s & Heartbreak||
A little time out might do you good||Verse 1||Kanye West||14||Paranoid||6||808s & Heartbreak||
Might do us good 'fore we be done for good||Verse 1||Kanye West||15||Paranoid||6||808s & Heartbreak||
'Cause I could make it good, I could make it hood||Verse 1||Kanye West||16||Paranoid||6||808s & Heartbreak||
I could make you come, I could make you go||Verse 1||Kanye West||17||Paranoid||6||808s & Heartbreak||
I could make you high, I can make you fly||Verse 1||Kanye West||18||Paranoid||6||808s & Heartbreak||
Make you touch the sky, hey, maybe so||Verse 1||Kanye West||19||Paranoid||6||808s & Heartbreak||
All of the time||Verse 1||Kanye West||20||Paranoid||6||808s & Heartbreak||
You be up in mine checkin' through my cell phone, baby, no||Verse 1||Kanye West||21||Paranoid||6||808s & Heartbreak||
You wanna kill the vibe on another night||Verse 1||Kanye West||22||Paranoid||6||808s & Heartbreak||
Here's another fight, oh, here we go (Oh, here we go)||Verse 1||Kanye West||23||Paranoid||6||808s & Heartbreak||
Baby, don't worry about it||Chorus||Kanye West, Mr. Hudson & Kid Cudi||24||Paranoid||6||808s & Heartbreak||
Lady, we'll go out to the floor||Chorus||Kanye West, Mr. Hudson & Kid Cudi||25||Paranoid||6||808s & Heartbreak||
Anyway, they don't know you (They don't know) like I do||Chorus||Kanye West, Mr. Hudson & Kid Cudi||26||Paranoid||6||808s & Heartbreak||
They'll never know you (Never know)||Chorus||Kanye West, Mr. Hudson & Kid Cudi||27||Paranoid||6||808s & Heartbreak||
Anyway, they don't know you (Never know) like I do||Chorus||Kanye West, Mr. Hudson & Kid Cudi||28||Paranoid||6||808s & Heartbreak||
They'll never know you||Chorus||Kanye West, Mr. Hudson & Kid Cudi||29||Paranoid||6||808s & Heartbreak||
All of the time||Verse 2||Kanye West||30||Paranoid||6||808s & Heartbreak||
You wanna complain about the nights alone||Verse 2||Kanye West||31||Paranoid||6||808s & Heartbreak||
So now you're here with me, show some gratitude||Verse 2||Kanye West||32||Paranoid||6||808s & Heartbreak||
Leave the attitude way back at home||Verse 2||Kanye West||33||Paranoid||6||808s & Heartbreak||
Yeah, you see 'em look||Verse 2||Kanye West||34||Paranoid||6||808s & Heartbreak||
Baby, let 'em look, give ya cold looks 'cause we look cold||Verse 2||Kanye West||35||Paranoid||6||808s & Heartbreak||
Yeah, you heard about all the word of mouth||Verse 2||Kanye West||36||Paranoid||6||808s & Heartbreak||
Don't worry about what we can't control||Verse 2||Kanye West||37||Paranoid||6||808s & Heartbreak||
All the talk in the world lost in the world||Verse 2||Kanye West||38||Paranoid||6||808s & Heartbreak||
'Til you finally let that thing go||Verse 2||Kanye West||39||Paranoid||6||808s & Heartbreak||
You wanna check into the heartbreak hotel||Verse 2||Kanye West||40||Paranoid||6||808s & Heartbreak||
But sorry, we're closed||Verse 2||Kanye West||41||Paranoid||6||808s & Heartbreak||
Baby, don't worry about it||Chorus||Kanye West, Mr. Hudson & Kid Cudi||42||Paranoid||6||808s & Heartbreak||
Baby, we'll go out to the floor||Chorus||Kanye West, Mr. Hudson & Kid Cudi||43||Paranoid||6||808s & Heartbreak||
Anyway (Hey) they don't know you (To the floor) like I do (Hey)||Chorus||Kanye West, Mr. Hudson & Kid Cudi||44||Paranoid||6||808s & Heartbreak||
They'll never know you (Never know)||Chorus||Kanye West, Mr. Hudson & Kid Cudi||45||Paranoid||6||808s & Heartbreak||
Anyway, they don't know you (They don't know) like I do||Chorus||Kanye West, Mr. Hudson & Kid Cudi||46||Paranoid||6||808s & Heartbreak||
They'll never know you||Chorus||Kanye West, Mr. Hudson & Kid Cudi||47||Paranoid||6||808s & Heartbreak||
Baby, don't worry about it||Refrain||Kanye West||48||Paranoid||6||808s & Heartbreak||
Lady, don't even think about it||Refrain||Kanye West||49||Paranoid||6||808s & Heartbreak||
You worry 'bout the wrong things, the wrong things||Refrain||Kanye West||50||Paranoid||6||808s & Heartbreak||
You worry 'bout the wrong things, the wrong things||Refrain||Kanye West||51||Paranoid||6||808s & Heartbreak||
You worry 'bout the wrong things, the wrong things||Refrain||Kanye West||52||Paranoid||6||808s & Heartbreak||
You worry 'bout the wrong things, the wrong things||Refrain||Kanye West||53||Paranoid||6||808s & Heartbreak||
Anyway, they don't know you like I do||Chorus||Mr. Hudson & Kid Cudi||54||Paranoid||6||808s & Heartbreak||
They'll never know you||Chorus||Mr. Hudson & Kid Cudi||55||Paranoid||6||808s & Heartbreak||
Anyway, they don't know you like I do||Chorus||Mr. Hudson & Kid Cudi||56||Paranoid||6||808s & Heartbreak||
They'll never know you||Chorus||Mr. Hudson & Kid Cudi||57||Paranoid||6||808s & Heartbreak||
Anyway, they don't know you like I do||Chorus||Mr. Hudson & Kid Cudi||58||Paranoid||6||808s & Heartbreak||
They'll never know you||Chorus||Mr. Hudson & Kid Cudi||59||Paranoid||6||808s & Heartbreak||
Anyway, they don't know you like I do||Chorus||Mr. Hudson & Kid Cudi||60||Paranoid||6||808s & Heartbreak||
They'll never know you||Chorus||Mr. Hudson & Kid Cudi||61||Paranoid||6||808s & Heartbreak||
'Bout the baddest girl I ever seen||Intro||Kanye West||1||RoboCop||7||808s & Heartbreak||
Straight up out a movie scene||Intro||Kanye West||2||RoboCop||7||808s & Heartbreak||
Who knew she was a drama queen||Intro||Kanye West||3||RoboCop||7||808s & Heartbreak||
That'd turn my life to Stephen King's?||Intro||Kanye West||4||RoboCop||7||808s & Heartbreak||
Up late night like she on patrol||Intro||Kanye West||5||RoboCop||7||808s & Heartbreak||
Checking everything like I'm on parole||Intro||Kanye West||6||RoboCop||7||808s & Heartbreak||
I told her there's some things she don't need to know||Intro||Kanye West||7||RoboCop||7||808s & Heartbreak||
She never let it go, oh||Intro||Kanye West||8||RoboCop||7||808s & Heartbreak||
Okay, okay, okay, okay||Intro||Kanye West||9||RoboCop||7||808s & Heartbreak||
You will never stop it now||Intro||Kanye West||10||RoboCop||7||808s & Heartbreak||
You never stop it now||Intro||Kanye West||11||RoboCop||7||808s & Heartbreak||
Okay, okay, okay||Intro||Kanye West||12||RoboCop||7||808s & Heartbreak||
You will never stop it now||Intro||Kanye West||13||RoboCop||7||808s & Heartbreak||
You need to drop it now||Intro||Kanye West||14||RoboCop||7||808s & Heartbreak||
Drop it, drop it||Intro||Kanye West||15||RoboCop||7||808s & Heartbreak||
'Cause I don't want no RoboCop||Intro||Kanye West||16||RoboCop||7||808s & Heartbreak||
You moving like a RoboCop||Intro||Kanye West||17||RoboCop||7||808s & Heartbreak||
When did you become a RoboCop?||Intro||Kanye West||18||RoboCop||7||808s & Heartbreak||
Now I don't need no RoboCop||Intro||Kanye West||19||RoboCop||7||808s & Heartbreak||
Just looking at your history||Intro||Kanye West||20||RoboCop||7||808s & Heartbreak||
You're like the girl from Misery||Intro||Kanye West||21||RoboCop||7||808s & Heartbreak||
She said she ain't take it to this degree||Intro||Kanye West||22||RoboCop||7||808s & Heartbreak||
Well let's agree to disagree||Intro||Kanye West||23||RoboCop||7||808s & Heartbreak||
Shorty kind of crazy but it turn me on||Intro||Kanye West||24||RoboCop||7||808s & Heartbreak||
Keep it up enough to keep it going on||Intro||Kanye West||25||RoboCop||7||808s & Heartbreak||
I told her there's some things she don't need to know||Intro||Kanye West||26||RoboCop||7||808s & Heartbreak||
She never let it go, oh||Intro||Kanye West||27||RoboCop||7||808s & Heartbreak||
Okay, okay, okay, okay||Intro||Kanye West||28||RoboCop||7||808s & Heartbreak||
You will never stop it now||Intro||Kanye West||29||RoboCop||7||808s & Heartbreak||
You never stop it now||Intro||Kanye West||30||RoboCop||7||808s & Heartbreak||
Okay, okay, okay||Intro||Kanye West||31||RoboCop||7||808s & Heartbreak||
You will never stop it now||Intro||Kanye West||32||RoboCop||7||808s & Heartbreak||
You need to drop it now||Intro||Kanye West||33||RoboCop||7||808s & Heartbreak||
Drop it, drop it||Intro||Kanye West||34||RoboCop||7||808s & Heartbreak||
'Cause I don't want no RoboCop||Intro||Kanye West||35||RoboCop||7||808s & Heartbreak||
You moving like a RoboCop||Intro||Kanye West||36||RoboCop||7||808s & Heartbreak||
When did you become a RoboCop?||Intro||Kanye West||37||RoboCop||7||808s & Heartbreak||
Somebody please make her stop||Intro||Kanye West||38||RoboCop||7||808s & Heartbreak||
Stop, drop, roll, pop||Intro||Kanye West||39||RoboCop||7||808s & Heartbreak||
Bitch, I'm cold||Intro||Kanye West||40||RoboCop||7||808s & Heartbreak||
I ain't used to being told, "Stop"||Intro||Kanye West||41||RoboCop||7||808s & Heartbreak||
So I could never be your robot||Intro||Kanye West||42||RoboCop||7||808s & Heartbreak||
Fast or slow, you can stay or can go||Intro||Kanye West||43||RoboCop||7||808s & Heartbreak||
