data||type||speaker||lineNumber||songTitle||songNumber||album||
We was all born to die, nigga, DOA||Verse||Kanye West||48||I Thought About Killing You||1||ye||
Niggas say they hero, mm, I don't see no cape||Verse||Kanye West||49||I Thought About Killing You||1||ye||
Mm, I don't see no, mm, yeah, I don't see no, mm, mm||Verse||Kanye West||50||I Thought About Killing You||1||ye||
If I wasn't shinin' so hard, wouldn't be no shade||Verse||Kanye West||51||I Thought About Killing You||1||ye||
Buckwheat-ass nigga, it's gon' be o-tay||Verse||Kanye West||52||I Thought About Killing You||1||ye||
Sorry, but I chose not to be no slave||Verse||Kanye West||53||I Thought About Killing You||1||ye||
Young nigga shit, nigga, we don't age||Verse||Kanye West||54||I Thought About Killing You||1||ye||
I thought I was past my Deebo ways||Verse||Kanye West||55||I Thought About Killing You||1||ye||
Even when I went broke, I ain't break||Verse||Kanye West||56||I Thought About Killing You||1||ye||
How you gon' hate? Nigga, we go way back||Verse||Kanye West||57||I Thought About Killing You||1||ye||
To when I had the braids and you had the wave cap||Verse||Kanye West||58||I Thought About Killing You||1||ye||
Drop a pin for the fade and I'm on my way ASAP||Verse||Kanye West||59||I Thought About Killing You||1||ye||
Don't get socked in the mouth, you know homie don't play that||Verse||Kanye West||60||I Thought About Killing You||1||ye||
Pay the fire marshal bill 'cause this shit done got way packed||Verse||Kanye West||61||I Thought About Killing You||1||ye||
They wanna see me go ape (Ape, ape)||Verse||Kanye West||62||I Thought About Killing You||1||ye||
All you gotta do is speak on Ye||Verse||Kanye West||63||I Thought About Killing You||1||ye||
All you gotta do is speak on Ye||Verse||Kanye West||64||I Thought About Killing You||1||ye||
Don't get your tooth chipped like Frito-Lay||Verse||Kanye West||65||I Thought About Killing You||1||ye||
Shit could get menacin', frightenin', find help||Intro||Kanye West||1||Yikes||2||ye||
Sometimes I scare myself, myself||Intro||Kanye West||2||Yikes||2||ye||
Shit could get menacin', frightenin', find help||Intro||Kanye West||3||Yikes||2||ye||
Sometimes I scare, myself, myself||Intro||Kanye West||4||Yikes||2||ye||
Tweakin', tweakin' off that 2C-B, huh||Intro||Kanye West||5||Yikes||2||ye||
Is he gon' make it? TBD, huh||Intro||Kanye West||6||Yikes||2||ye||
Thought I was gon' run, DMC, huh||Intro||Kanye West||7||Yikes||2||ye||
I done died and lived again on DMT, huh||Intro||Kanye West||8||Yikes||2||ye||
See, this a type of high that won't come down||Intro||Kanye West||9||Yikes||2||ye||
This the type of high that get you gunned down||Intro||Kanye West||10||Yikes||2||ye||
Yeezy, Yeezy trollin' OD, huh||Intro||Kanye West||11||Yikes||2||ye||
Turn TMZ to Smack DVD, huh||Intro||Kanye West||12||Yikes||2||ye||
Russell Simmons wanna pray for me too||Intro||Kanye West||13||Yikes||2||ye||
I'ma pray for him 'cause he got MeToo'd||Intro||Kanye West||14||Yikes||2||ye||
Thinkin' what if that happened to me too||Intro||Kanye West||15||Yikes||2||ye||
Then I'm on E! News||Intro||Kanye West||16||Yikes||2||ye||
Shit could get menacin', frightenin', find help||Intro||Kanye West||17||Yikes||2||ye||
Sometimes I scare myself, myself||Intro||Kanye West||18||Yikes||2||ye||
Shit could get menacin', frightenin', find help||Intro||Kanye West||19||Yikes||2||ye||
Sometimes I scare myself, myself||Intro||Kanye West||20||Yikes||2||ye||
Ayy, hospital band a hundred bands, fuck a watch||Intro||Kanye West||21||Yikes||2||ye||
Hundred grand'll make your best friends turn to opps||Intro||Kanye West||22||Yikes||2||ye||
I hear y'all bringin' my name up a lot||Intro||Kanye West||23||Yikes||2||ye||
Guess I just turned the clout game up a notch||Intro||Kanye West||24||Yikes||2||ye||
See, y'all really shocked, but I'm really not||Intro||Kanye West||25||Yikes||2||ye||
You know how many girls I took to the titty shop?||Intro||Kanye West||26||Yikes||2||ye||
If she get the ass with it, that's a 50 pop||Intro||Kanye West||27||Yikes||2||ye||
I still bring the bad bitches in the city out||Intro||Kanye West||28||Yikes||2||ye||
Uh, just a different type of leader||Intro||Kanye West||29||Yikes||2||ye||
We could be in North Korea, I could smoke with Wiz Khalifa, uh||Intro||Kanye West||30||Yikes||2||ye||
Told my wife I've never seen her||Intro||Kanye West||31||Yikes||2||ye||
After I hit it, bye Felicia, that's the way that I'ma leave it up||Intro||Kanye West||32||Yikes||2||ye||
Shit could get menacin', frightenin', find help||Intro||Kanye West||33||Yikes||2||ye||
See, this is why all the bitches fuck with Ye!||Intro||Kanye West||34||Yikes||2||ye||
Fuck what they talkin' 'bout!||Intro||Kanye West||35||Yikes||2||ye||
Sometimes I scare myself, myself||Intro||Kanye West||36||Yikes||2||ye||
They take me on meds, off meds, ask yourself||Intro||Kanye West||37||Yikes||2||ye||
Shit could get menacin', frightenin', find help||Intro||Kanye West||38||Yikes||2||ye||
Ask your homegirl right now, "Look, you had a shot at Ye?"||Intro||Kanye West||39||Yikes||2||ye||
Sometimes I scare myself, myself||Intro||Kanye West||40||Yikes||2||ye||
You'd drop everything!||Intro||Kanye West||41||Yikes||2||ye||
Tweakin', tweakin' off that 2C-B, huh||Intro||Kanye West||42||Yikes||2||ye||
This is why your bitches fuck with me, huh||Intro||Kanye West||43||Yikes||2||ye||
Smash, she gon' end up on TV, huh||Intro||Kanye West||44||Yikes||2||ye||
Last thing that you ever wanna see, huh||Intro||Kanye West||45||Yikes||2||ye||
I can feel the spirits all around me||Intro||Kanye West||46||Yikes||2||ye||
I think Prince and Mike was tryna warn me||Intro||Kanye West||47||Yikes||2||ye||
They know I got demons all on me||Intro||Kanye West||48||Yikes||2||ye||
Devil been tryna make an army||Intro||Kanye West||49||Yikes||2||ye||
They been strategizin' to harm me||Intro||Kanye West||50||Yikes||2||ye||
They don't know they dealin' with a zombie||Intro||Kanye West||51||Yikes||2||ye||
Niggas been tryna test my Gandhi||Intro||Kanye West||52||Yikes||2||ye||
Just because I'm dressed like Abercrombie||Intro||Kanye West||53||Yikes||2||ye||
You see? You see?||Intro||Kanye West||54||Yikes||2||ye||
That's what I'm talkin' 'bout!||Intro||Kanye West||55||Yikes||2||ye||
That's why I fuck with Ye!||Intro||Kanye West||56||Yikes||2||ye||
See, that's my third per-||Intro||Kanye West||57||Yikes||2||ye||
That's my bipolar shit, nigga, what?||Intro||Kanye West||58||Yikes||2||ye||
That's my superpower, nigga, ain't no disability||Intro||Kanye West||59||Yikes||2||ye||
I'm a superhero! I'm a superhero!||Intro||Kanye West||60||Yikes||2||ye||
Agghhh!||Intro||Kanye West||61||Yikes||2||ye||
Yeah, you supermodel thick||Chorus||Ant Clemons||1||All Mine||3||ye||
Damn, that ass bustin' out the bottom||Chorus||Ant Clemons||2||All Mine||3||ye||
I'ma lose my mind in it||Chorus||Ant Clemons||3||All Mine||3||ye||
Crazy, that medulla oblongata||Chorus||Ant Clemons||4||All Mine||3||ye||
Get to rubbin' on my lamp||Chorus||Ant Clemons||5||All Mine||3||ye||
Get the genie out the bottle||Chorus||Ant Clemons||6||All Mine||3||ye||
Fuck it up, fuck it up||Bridge||Ty Dolla $ign & Ant Clemons||7||All Mine||3||ye||
Pussy good, go 'n back it up||Bridge||Ty Dolla $ign & Ant Clemons||8||All Mine||3||ye||
Pipe her up, I'ma pipe her up||Bridge||Ty Dolla $ign & Ant Clemons||9||All Mine||3||ye||
Make her mine, I done fell in love||Bridge||Ty Dolla $ign & Ant Clemons||10||All Mine||3||ye||
Juicy thing, make that pussy sing||Bridge||Ty Dolla $ign & Ant Clemons||11||All Mine||3||ye||
One more time, baby, do it big||Bridge||Ty Dolla $ign & Ant Clemons||12||All Mine||3||ye||
Make it cry, come boohoo this shit||Bridge||Ty Dolla $ign & Ant Clemons||13||All Mine||3||ye||
Yeah, you supermodel thick||Chorus||Ant Clemons||14||All Mine||3||ye||
Damn, that ass bustin' out the bottom||Chorus||Ant Clemons||15||All Mine||3||ye||
I'ma lose my mind in it||Chorus||Ant Clemons||16||All Mine||3||ye||
Crazy, that medulla oblongata||Chorus||Ant Clemons||17||All Mine||3||ye||
Get to rubbin' on my lamp||Chorus||Ant Clemons||18||All Mine||3||ye||
Get the genie out the bottle||Chorus||Ant Clemons||19||All Mine||3||ye||
If I pull up with a Kerry Washington||Verse 1||Kanye West||20||All Mine||3||ye||
That's gon' be an enormous scandal||Verse 1||Kanye West||21||All Mine||3||ye||
I could have Naomi Campbell||Verse 1||Kanye West||22||All Mine||3||ye||
And still might want me a Stormy Daniels||Verse 1||Kanye West||23||All Mine||3||ye||
Sometimes you gotta bag the boss up||Verse 1||Kanye West||24||All Mine||3||ye||
I call that takin' Corey Gambles||Verse 1||Kanye West||25||All Mine||3||ye||
Find yourself up in the food court||Verse 1||Kanye West||26||All Mine||3||ye||
You might have to enjoy a sample||Verse 1||Kanye West||27||All Mine||3||ye||
All these thots on Christian Mingle||Verse 1||Kanye West||28||All Mine||3||ye||
Almost what got Tristan single||Verse 1||Kanye West||29||All Mine||3||ye||
If you don't ball like him or Kobe||Verse 1||Kanye West||30||All Mine||3||ye||
Guarantee that bitch gonna leave you||Verse 1||Kanye West||31||All Mine||3||ye||
Ayy, time is extremely valuable||Verse 1||Kanye West||32||All Mine||3||ye||
And I prefer to waste it on girls that's basic||Verse 1||Kanye West||33||All Mine||3||ye||
That's just some Ye shit||Verse 1||Kanye West||34||All Mine||3||ye||
Right now, let's do what we want||Verse 1||Kanye West||35||All Mine||3||ye||
Let's have a threesome: me, you, and a blunt||Verse 1||Kanye West||36||All Mine||3||ye||
I love your titties 'cause they prove||Verse 1||Kanye West||37||All Mine||3||ye||
I can focus on two things at once||Verse 1||Kanye West||38||All Mine||3||ye||
Yeah, you supermodel thick||Chorus||Ant Clemons||39||All Mine||3||ye||
Damn, that ass bustin' out the bottom||Chorus||Ant Clemons||40||All Mine||3||ye||
I'ma lose my mind in it||Chorus||Ant Clemons||41||All Mine||3||ye||
Crazy, that medulla oblongata||Chorus||Ant Clemons||42||All Mine||3||ye||
Get to rubbin' on my lamp||Chorus||Ant Clemons||43||All Mine||3||ye||
Get the genie out the bottle||Chorus||Ant Clemons||44||All Mine||3||ye||
Get the genie out the bottle||Chorus||Ant Clemons||45||All Mine||3||ye||
Let me hit it raw like fuck the outcome||Verse 2||Kanye West||46||All Mine||3||ye||
Ayy, none of us'd be here without cum||Verse 2||Kanye West||47||All Mine||3||ye||
Ayy, if it ain't all about the income||Verse 2||Kanye West||48||All Mine||3||ye||
Ayy, ayy, let me see you go ahead and spend some||Verse 2||Kanye West||49||All Mine||3||ye||
Ayy, if you drivin' 'round in some Dri-Fit||Verse 2||Kanye West||50||All Mine||3||ye||
Ayy, I'ma think that you the type to dry snitch||Verse 2||Kanye West||51||All Mine||3||ye||
Hm, mhm, if I see you pull up with the three stripes||Verse 2||Kanye West||52||All Mine||3||ye||
Ayy, ayy, I'ma fuck around and make you my bitch||Verse 2||Kanye West||53||All Mine||3||ye||
Yeah, you supermodel thick||Chorus||Ant Clemons||54||All Mine||3||ye||
Damn, that ass bustin' out the bottom||Chorus||Ant Clemons||55||All Mine||3||ye||
I'ma lose my mind in it||Chorus||Ant Clemons||56||All Mine||3||ye||
Crazy, that medulla oblongata||Chorus||Ant Clemons||57||All Mine||3||ye||
Get to rubbin' on my lamp||Chorus||Ant Clemons||58||All Mine||3||ye||
Get the genie out the bottle||Chorus||Ant Clemons||59||All Mine||3||ye||
Get the genie out the bottle||Chorus||Ant Clemons||60||All Mine||3||ye||
I don't feel that she's mine enough||Chorus||PARTYNEXTDOOR & Kanye West||1||Wouldn’t Leave||4||ye||
God, I feel I couldn't have you windin' up||Chorus||PARTYNEXTDOOR & Kanye West||2||Wouldn’t Leave||4||ye||
Butterfly in my wrist||Chorus||PARTYNEXTDOOR & Kanye West||3||Wouldn’t Leave||4||ye||
You make pretty women out of my skin||Chorus||PARTYNEXTDOOR & Kanye West||4||Wouldn’t Leave||4||ye||
And I don't feel like||Chorus||PARTYNEXTDOOR & Kanye West||5||Wouldn’t Leave||4||ye||
And I know you wouldn't leave||Chorus||PARTYNEXTDOOR & Kanye West||6||Wouldn’t Leave||4||ye||
They say, "Build your own"—I said, "How, Sway?"||Verse 1||Kanye West||7||Wouldn’t Leave||4||ye||
I said, "Slavery a choice"—they said, "How, Ye?"||Verse 1||Kanye West||8||Wouldn’t Leave||4||ye||
Just imagine if they caught me on a wild day||Verse 1||Kanye West||9||Wouldn’t Leave||4||ye||
Now I'm on fifty blogs gettin' fifty calls||Verse 1||Kanye West||10||Wouldn’t Leave||4||ye||
My wife callin', screamin', say we 'bout to lose it all||Verse 1||Kanye West||11||Wouldn’t Leave||4||ye||
Had to calm her down 'cause she couldn't breathe||Verse 1||Kanye West||12||Wouldn’t Leave||4||ye||
Told her she could leave me now, but she wouldn't leave||Verse 1||Kanye West||13||Wouldn’t Leave||4||ye||
And I know you wouldn't leave||Refrain||Kanye West||14||Wouldn’t Leave||4||ye||
And I sometimes wish||Bridge||Jeremih||15||Wouldn’t Leave||4||ye||
We doin' such things||Bridge||Jeremih||16||Wouldn’t Leave||4||ye||
We could wait longer than this||Bridge||Jeremih||17||Wouldn’t Leave||4||ye||
Yes, you know you're one of these||Bridge||Jeremih||18||Wouldn’t Leave||4||ye||
We can run through with the top chopped, yeah||Bridge||Jeremih||19||Wouldn’t Leave||4||ye||
And the sundress down, ooh||Bridge||Jeremih||20||Wouldn’t Leave||4||ye||
And I know you wouldn't...||Refrain||Kanye West||21||Wouldn’t Leave||4||ye||
Oh, don't bring that up, that's gon' get me sentimental||Verse 2||Kanye West||22||Wouldn’t Leave||4||ye||
You know I'm sensitive, I got a gentle mental||Verse 2||Kanye West||23||Wouldn’t Leave||4||ye||
Every time somethin' happen they want me sent to mental||Verse 2||Kanye West||24||Wouldn’t Leave||4||ye||
We had an incident, but I cover incidentals||Verse 2||Kanye West||25||Wouldn’t Leave||4||ye||
You want me workin' on my messagin'||Verse 2||Kanye West||26||Wouldn’t Leave||4||ye||
When I'm thinkin' like George Jetson||Verse 2||Kanye West||27||Wouldn’t Leave||4||ye||
But soundin' like George Jefferson||Verse 2||Kanye West||28||Wouldn’t Leave||4||ye||
Then they questionin' my methods then||Verse 2||Kanye West||29||Wouldn’t Leave||4||ye||
If you tweakin' out on my texts again||Verse 2||Kanye West||30||Wouldn’t Leave||4||ye||
Then I don't get reception here||Verse 2||Kanye West||31||Wouldn’t Leave||4||ye||
I got the mind state to take us past the stratosphere||Verse 2||Kanye West||32||Wouldn’t Leave||4||ye||
I use the same attitude that done got us here||Verse 2||Kanye West||33||Wouldn’t Leave||4||ye||
I live for now, I don't know what happen after here||Verse 2||Kanye West||34||Wouldn’t Leave||4||ye||
I live for now, I don't know what happen after here||Verse 2||Kanye West||35||Wouldn’t Leave||4||ye||
Plus, what was meant to be was meant to be||Verse 2||Kanye West||36||Wouldn’t Leave||4||ye||
Even if, publicly, I lack the empathy||Verse 2||Kanye West||37||Wouldn’t Leave||4||ye||
I ain't finna talk about it, 'nother four centuries||Verse 2||Kanye West||38||Wouldn’t Leave||4||ye||
One and one is two, but me and you, that's infinity||Verse 2||Kanye West||39||Wouldn’t Leave||4||ye||
And I know you wouldn't...||Refrain||Kanye West||40||Wouldn’t Leave||4||ye||
I don't feel like she's mine enough||Chorus||Choir, PARTYNEXTDOOR & Ty Dolla $ign||41||Wouldn’t Leave||4||ye||
God, I feel I couldn't have you windin' up (Why?)||Chorus||Choir, PARTYNEXTDOOR & Ty Dolla $ign||42||Wouldn’t Leave||4||ye||
Butterfly in my wrist||Chorus||Choir, PARTYNEXTDOOR & Ty Dolla $ign||43||Wouldn’t Leave||4||ye||
You make pretty women out of my skin (Out of my skin)||Chorus||Choir, PARTYNEXTDOOR & Ty Dolla $ign||44||Wouldn’t Leave||4||ye||
And I don't feel like (Uhh)||Chorus||Choir, PARTYNEXTDOOR & Ty Dolla $ign||45||Wouldn’t Leave||4||ye||
And I know you wouldn't leave (Love me or hate me)||Chorus||Choir, PARTYNEXTDOOR & Ty Dolla $ign||46||Wouldn’t Leave||4||ye||
For any guy that ever fucked up (Love me or hate me)||Outro||Kanye West & Ty Dolla $ign||47||Wouldn’t Leave||4||ye||
Ever embarrassed they girl (Love me or hate me)||Outro||Kanye West & Ty Dolla $ign||48||Wouldn’t Leave||4||ye||
Ever embarrassed they wife (Gone when you miss me)||Outro||Kanye West & Ty Dolla $ign||49||Wouldn’t Leave||4||ye||
She told you not to do that shit (Ohh)||Outro||Kanye West & Ty Dolla $ign||50||Wouldn’t Leave||4||ye||
She told you you's gon' fuck the money up||Outro||Kanye West & Ty Dolla $ign||51||Wouldn’t Leave||4||ye||
But you ain't wanna listen, did you?||Outro||Kanye West & Ty Dolla $ign||52||Wouldn’t Leave||4||ye||
Keep that same energy||Outro||Kanye West & Ty Dolla $ign||53||Wouldn’t Leave||4||ye||
Keep that same energy||Outro||Kanye West & Ty Dolla $ign||54||Wouldn’t Leave||4||ye||
Keep that same energy||Outro||Kanye West & Ty Dolla $ign||55||Wouldn’t Leave||4||ye||
Now you testin' her loyalty||Outro||Kanye West & Ty Dolla $ign||56||Wouldn’t Leave||4||ye||
This what they mean when they say||Outro||Kanye West & Ty Dolla $ign||57||Wouldn’t Leave||4||ye||
"For better or for worse", huh?||Outro||Kanye West & Ty Dolla $ign||58||Wouldn’t Leave||4||ye||
For every down female that stuck with they dude||Outro||Kanye West & Ty Dolla $ign||59||Wouldn’t Leave||4||ye||
Through the best times, through the worst times||Outro||Kanye West & Ty Dolla $ign||60||Wouldn’t Leave||4||ye||
This for you||Outro||Kanye West & Ty Dolla $ign||61||Wouldn’t Leave||4||ye||
And I know you wouldn't leave||Refrain||Kanye West||62||Wouldn’t Leave||4||ye||
Believe it or not||Intro||Slick Rick||1||No Mistakes||5||ye||
Believe it or not||Intro||Slick Rick||2||No Mistakes||5||ye||
Make no mistake, girl, still love you||Chorus||Charlie Wilson & Kid Cudi||3||No Mistakes||5||ye||
Make no mistake, girl, still love you||Chorus||Charlie Wilson & Kid Cudi||4||No Mistakes||5||ye||
Make no mistake, girl, still love you||Chorus||Charlie Wilson & Kid Cudi||5||No Mistakes||5||ye||
Make no mistake, girl, still love you||Chorus||Charlie Wilson & Kid Cudi||6||No Mistakes||5||ye||
Take the top off, let the sun come in (The lord still shines on you)||Verse||Kanye West & Slick Rick||7||No Mistakes||5||ye||
Whoa, for all my dogs that stayed down, we up again (Again)||Verse||Kanye West & Slick Rick||8||No Mistakes||5||ye||
Oh, I got dirt on my name, I got white on my beard||Verse||Kanye West & Slick Rick||9||No Mistakes||5||ye||
I had debt on my books, it's been a shaky-ass year||Verse||Kanye West & Slick Rick||10||No Mistakes||5||ye||
Let me make this clear, so all y'all see||Verse||Kanye West & Slick Rick||11||No Mistakes||5||ye||
I don't take advice from people less successful than me||Verse||Kanye West & Slick Rick||12||No Mistakes||5||ye||
Hah? Ain't no love lost, but the gloves off||Verse||Kanye West & Slick Rick||13||No Mistakes||5||ye||
And we up in this bitch until they turn the club off||Verse||Kanye West & Slick Rick||14||No Mistakes||5||ye||
Had to tell the dogs, "Turn the snubs off!"||Verse||Kanye West & Slick Rick||15||No Mistakes||5||ye||
Plus they already mad that the Cubs lost||Verse||Kanye West & Slick Rick||16||No Mistakes||5||ye||
(Believe it or not) These two wrongs'll right you||Verse||Kanye West & Slick Rick||17||No Mistakes||5||ye||
(Believe it or not) I was too grown in high school||Verse||Kanye West & Slick Rick||18||No Mistakes||5||ye||
(Believe it or not) The true soul of Ice Cube||Verse||Kanye West & Slick Rick||19||No Mistakes||5||ye||
Too close to snipe you, truth told, I like you||Verse||Kanye West & Slick Rick||20||No Mistakes||5||ye||
Too bold to type you, too rich to fight you||Verse||Kanye West & Slick Rick||21||No Mistakes||5||ye||
Calm down, you light skin!||Verse||Kanye West & Slick Rick||22||No Mistakes||5||ye||
Make no mistake, girl, still love you (Make no)||Chorus||Charlie Wilson & Kid Cudi (Slick Rick)||23||No Mistakes||5||ye||
Make no mistake, girl, still love you (No way)||Chorus||Charlie Wilson & Kid Cudi (Slick Rick)||24||No Mistakes||5||ye||
(Believe it or not, the Lord still shines on you)||Chorus||Charlie Wilson & Kid Cudi (Slick Rick)||25||No Mistakes||5||ye||
Make no mistake, girl, still love you||Chorus||Charlie Wilson & Kid Cudi (Slick Rick)||26||No Mistakes||5||ye||
(Believe it or not, the Lord still shines on you)||Chorus||Charlie Wilson & Kid Cudi (Slick Rick)||27||No Mistakes||5||ye||
Make no mistake, girl, still love you||Chorus||Charlie Wilson & Kid Cudi (Slick Rick)||28||No Mistakes||5||ye||
(Believe it or not, the Lord still shines on you)||Chorus||Charlie Wilson & Kid Cudi (Slick Rick)||29||No Mistakes||5||ye||
Make no mistake, girl, still love you (No way)||Chorus||Charlie Wilson & Kid Cudi (Slick Rick)||30||No Mistakes||5||ye||
Make no mistake, girl, still love you||Chorus||Charlie Wilson & Kid Cudi (Slick Rick)||31||No Mistakes||5||ye||
Fallin', dreamin', talkin' in your sleep||Intro||070 Shake||1||Violent Crimes||7||ye||
I know you want to cry all night, all night||Intro||070 Shake||2||Violent Crimes||7||ye||
Plottin', schemin', findin'||Intro||070 Shake||3||Violent Crimes||7||ye||
Reason to defend all of your violent nights||Intro||070 Shake||4||Violent Crimes||7||ye||
Promise me you will see||Intro||070 Shake||5||Violent Crimes||7||ye||
Don't you grow up in a hurry, your mom'll be worried, aw||Chorus||070 Shake||6||Violent Crimes||7||ye||
It was all part of the story, even the scary nights||Chorus||070 Shake||7||Violent Crimes||7||ye||
Thank you for all of the glory, you will be remembered, aw||Chorus||070 Shake||8||Violent Crimes||7||ye||
Thank you to all of the heroes of the night (night, night)||Chorus||070 Shake||9||Violent Crimes||7||ye||
They gotta repaint the colors, the lie is wearin' off||Chorus||070 Shake||10||Violent Crimes||7||ye||
Reality is upon us, colors drippin' off||Chorus||070 Shake||11||Violent Crimes||7||ye||
Colors drippin' off||Chorus||070 Shake||12||Violent Crimes||7||ye||
Niggas is savage, niggas is monsters||Verse||Kanye West||13||Violent Crimes||7||ye||
Niggas is pimps, niggas is players||Verse||Kanye West||14||Violent Crimes||7||ye||
'Til niggas have daughters, now they precautious||Verse||Kanye West||15||Violent Crimes||7||ye||
Father, forgive me, I'm scared of the karma||Verse||Kanye West||16||Violent Crimes||7||ye||
'Cause now I see women as somethin' to nurture||Verse||Kanye West||17||Violent Crimes||7||ye||
Not somethin' to conquer||Verse||Kanye West||18||Violent Crimes||7||ye||
I hope she like Nicki, I make her a monster||Verse||Kanye West||19||Violent Crimes||7||ye||
Not havin' ménages, I'm just bein' silly||Verse||Kanye West||20||Violent Crimes||7||ye||
I answered the door like Will Smith and Martin||Verse||Kanye West||21||Violent Crimes||7||ye||
Nigga, do we have a problem?||Verse||Kanye West||22||Violent Crimes||7||ye||
Matter fact, Marlon, this ain't Meet the Fockers||Verse||Kanye West||23||Violent Crimes||7||ye||
I'll beat his ass, pray I beat the charges||Verse||Kanye West||24||Violent Crimes||7||ye||
No, Daddy don't play, not when it come to they daughters||Verse||Kanye West||25||Violent Crimes||7||ye||
Don't do no yoga, don't do pilates||Verse||Kanye West||26||Violent Crimes||7||ye||
Just play piano and stick to karate||Verse||Kanye West||27||Violent Crimes||7||ye||
I pray your body's draped more like mine||Verse||Kanye West||28||Violent Crimes||7||ye||
And not like your mommy's||Verse||Kanye West||29||Violent Crimes||7||ye||
