data||type||speaker||lineNumber||songTitle||songNumber||album||
But we'll a find a way||Chorus||Kanye West & Adam Levine||39||Heard ’Em Say||2||Late Registration||
And nothing last forever but be honest babe||Chorus||Kanye West & Adam Levine||40||Heard ’Em Say||2||Late Registration||
It hurts, but it may be the only way||Chorus||Kanye West & Adam Levine||41||Heard ’Em Say||2||Late Registration||
With every worthless word we get more far away||Post-Chorus||Adam Levine||42||Heard ’Em Say||2||Late Registration||
And nothing's ever promised tomorrow today||Post-Chorus||Adam Levine||43||Heard ’Em Say||2||Late Registration||
And nothing lasts forever but be honest babe||Post-Chorus||Adam Levine||44||Heard ’Em Say||2||Late Registration||
It hurts but it may be the only way||Post-Chorus||Adam Levine||45||Heard ’Em Say||2||Late Registration||
Oohh, Oohh, Oohh, Oohh||Post-Chorus||Adam Levine||46||Heard ’Em Say||2||Late Registration||
Uh, yea, uh, yea, uh, yea||Outro||Kanye West||47||Heard ’Em Say||2||Late Registration||
I gotta testify||Chorus 1||Kanye West||1||Touch the Sky||3||Late Registration||
Come up in the spot lookin' extra fly||Chorus 1||Kanye West||2||Touch the Sky||3||Late Registration||
'Fore the day I die, I'ma touch the sky||Chorus 1||Kanye West||3||Touch the Sky||3||Late Registration||
Gotta testify||Chorus 1||Kanye West||4||Touch the Sky||3||Late Registration||
Come up in the spot lookin' extra fly||Chorus 1||Kanye West||5||Touch the Sky||3||Late Registration||
'Fore the day I die, I'ma touch the sky||Chorus 1||Kanye West||6||Touch the Sky||3||Late Registration||
Back when they thought pink Polos would hurt the Roc||Verse 1||Kanye West||7||Touch the Sky||3||Late Registration||
Before Cam got the shit to pop||Verse 1||Kanye West||8||Touch the Sky||3||Late Registration||
The doors was closed||Verse 1||Kanye West||9||Touch the Sky||3||Late Registration||
I felt like Bad Boy's street team: I couldn't work the locks||Verse 1||Kanye West||10||Touch the Sky||3||Late Registration||
Now let's go, take 'em back to the plan||Verse 1||Kanye West||11||Touch the Sky||3||Late Registration||
Me and my momma hopped in that U-Haul van||Verse 1||Kanye West||12||Touch the Sky||3||Late Registration||
Any pessimists, I ain't talk to them||Verse 1||Kanye West||13||Touch the Sky||3||Late Registration||
Plus I ain't have no phone in my apart-a-ment||Verse 1||Kanye West||14||Touch the Sky||3||Late Registration||
Let's take 'em back to the club||Verse 1||Kanye West||15||Touch the Sky||3||Late Registration||
Least about an hour I stand on line||Verse 1||Kanye West||16||Touch the Sky||3||Late Registration||
I just wanted to dance, I went to Jacob an hour||Verse 1||Kanye West||17||Touch the Sky||3||Late Registration||
After I got my advance, I just wanted to shine||Verse 1||Kanye West||18||Touch the Sky||3||Late Registration||
Jay favorite line: "Dawg, in due time!"||Verse 1||Kanye West||19||Touch the Sky||3||Late Registration||
Now he look at me, like, "Damn, dawg! You where I am!"||Verse 1||Kanye West||20||Touch the Sky||3||Late Registration||
A hip-hop legend||Verse 1||Kanye West||21||Touch the Sky||3||Late Registration||
I think I died in that accident, ‘cause this must be Heaven||Verse 1||Kanye West||22||Touch the Sky||3||Late Registration||
I gotta testify||Chorus 1||Kanye West||23||Touch the Sky||3||Late Registration||
Come up in the spot lookin' extra fly||Chorus 1||Kanye West||24||Touch the Sky||3||Late Registration||
'Fore the day I die, I'ma touch the sky||Chorus 1||Kanye West||25||Touch the Sky||3||Late Registration||
Gotta testify||Chorus 1||Kanye West||26||Touch the Sky||3||Late Registration||
Come up in the spot lookin' extra fly||Chorus 1||Kanye West||27||Touch the Sky||3||Late Registration||
'Fore the day I die, I'ma touch the sky||Chorus 1||Kanye West||28||Touch the Sky||3||Late Registration||
Now let's take them hi-ah-igh-igh-igh-ighhhh||Post-Chorus||Kanye West||29||Touch the Sky||3||Late Registration||
(Top of the world, baby, top top of the world!)||Post-Chorus||Kanye West||30||Touch the Sky||3||Late Registration||
A-la-la-la-lah-la-lahhhhh||Post-Chorus||Kanye West||31||Touch the Sky||3||Late Registration||
(Top of the world, baby, on top of the world!)||Post-Chorus||Kanye West||32||Touch the Sky||3||Late Registration||
Now let's take them hi-ah-igh-igh-igh-ighhhh||Post-Chorus||Kanye West||33||Touch the Sky||3||Late Registration||
(Top of the world, baby, top top of the world!)||Post-Chorus||Kanye West||34||Touch the Sky||3||Late Registration||
A-la-la-la-lah-la-lahhhhh||Post-Chorus||Kanye West||35||Touch the Sky||3||Late Registration||
(Top of the world, baby, on top of the world!)||Post-Chorus||Kanye West||36||Touch the Sky||3||Late Registration||
Back when Gucci was the shit to rock||Verse 2||Kanye West||37||Touch the Sky||3||Late Registration||
Back when Slick Rick got the shit to pop||Verse 2||Kanye West||38||Touch the Sky||3||Late Registration||
I'd do anything to say I got it||Verse 2||Kanye West||39||Touch the Sky||3||Late Registration||
Damn, them new loafers hurt my pocket||Verse 2||Kanye West||40||Touch the Sky||3||Late Registration||
Before anybody wanted K. West beats||Verse 2||Kanye West||41||Touch the Sky||3||Late Registration||
Me and my girl split the buffet at KFC||Verse 2||Kanye West||42||Touch the Sky||3||Late Registration||
Dog, I was havin' nervous breakdowns||Verse 2||Kanye West||43||Touch the Sky||3||Late Registration||
Like "Man, these niggas that much better than me?"||Verse 2||Kanye West||44||Touch the Sky||3||Late Registration||
Baby, I'm goin' on an aeroplane||Verse 2||Kanye West||45||Touch the Sky||3||Late Registration||
And I don't know if I'll be back again||Verse 2||Kanye West||46||Touch the Sky||3||Late Registration||
Sure enough, I sent the plane tickets||Verse 2||Kanye West||47||Touch the Sky||3||Late Registration||
But when she came to kick it, things became different||Verse 2||Kanye West||48||Touch the Sky||3||Late Registration||
Any girl I cheated on, sheets I skeeted on||Verse 2||Kanye West||49||Touch the Sky||3||Late Registration||
Couldn't keep it at home, thought I needed a Nia Long||Verse 2||Kanye West||50||Touch the Sky||3||Late Registration||
I'm tryin' to right my wrongs||Verse 2||Kanye West||51||Touch the Sky||3||Late Registration||
But it's funny them same wrongs helped me write this song||Verse 2||Kanye West||52||Touch the Sky||3||Late Registration||
I gotta testify||Chorus 2||Kanye West||53||Touch the Sky||3||Late Registration||
Come up in the spot lookin' extra fly||Chorus 2||Kanye West||54||Touch the Sky||3||Late Registration||
'Fore the day you die, you gon' touch the sky||Chorus 2||Kanye West||55||Touch the Sky||3||Late Registration||
You gon' touch the sky, baby girl, testify||Chorus 2||Kanye West||56||Touch the Sky||3||Late Registration||
Come up in the spot lookin' extra fly||Chorus 2||Kanye West||57||Touch the Sky||3||Late Registration||
'Fore the day you die, you gon' touch the sky||Chorus 2||Kanye West||58||Touch the Sky||3||Late Registration||
Yes, yes, yes, guess who's on third?||Verse 3||Lupe Fiasco||59||Touch the Sky||3||Late Registration||
Lupe steal like Lupin the 3rd||Verse 3||Lupe Fiasco||60||Touch the Sky||3||Late Registration||
Here like ear 'til I'm beer on the curb||Verse 3||Lupe Fiasco||61||Touch the Sky||3||Late Registration||
Peachfuzz buzz but beard on the verge||Verse 3||Lupe Fiasco||62||Touch the Sky||3||Late Registration||
Let's slow it down like we're on the syrup||Verse 3||Lupe Fiasco||63||Touch the Sky||3||Late Registration||
Bottle-shaped body like Mrs. Butterworth||Verse 3||Lupe Fiasco||64||Touch the Sky||3||Late Registration||
But, before you say another word||Verse 3||Lupe Fiasco||65||Touch the Sky||3||Late Registration||
I'm back on the block like I'm layin' on the street||Verse 3||Lupe Fiasco||66||Touch the Sky||3||Late Registration||
I'm tryna stop lyin' like I'm Mumm-Ra||Verse 3||Lupe Fiasco||67||Touch the Sky||3||Late Registration||
But I'm not lyin' when I'm layin' on the beat, en garde||Verse 3||Lupe Fiasco||68||Touch the Sky||3||Late Registration||
Or touché, Lupe cool as the unthawed||Verse 3||Lupe Fiasco||69||Touch the Sky||3||Late Registration||
But I still feel possessed as a gun charge||Verse 3||Lupe Fiasco||70||Touch the Sky||3||Late Registration||
Come as correct as a porn star||Verse 3||Lupe Fiasco||71||Touch the Sky||3||Late Registration||
In a fresh pair steps in my best foreign car||Verse 3||Lupe Fiasco||72||Touch the Sky||3||Late Registration||
So, I represent the first||Verse 3||Lupe Fiasco||73||Touch the Sky||3||Late Registration||
Now let me end my verse right where the horns are, like uh||Verse 3||Lupe Fiasco||74||Touch the Sky||3||Late Registration||
I gotta testify||Chorus 2||Kanye West||75||Touch the Sky||3||Late Registration||
Come up in the spot lookin' extra fly||Chorus 2||Kanye West||76||Touch the Sky||3||Late Registration||
'Fore the day you die, you gon' touch the sky||Chorus 2||Kanye West||77||Touch the Sky||3||Late Registration||
You gon' touch the sky, baby girl, testify||Chorus 2||Kanye West||78||Touch the Sky||3||Late Registration||
Come up in the spot lookin' extra fly||Chorus 2||Kanye West||79||Touch the Sky||3||Late Registration||
'Fore the day you die, you gon' touch the sky||Chorus 2||Kanye West||80||Touch the Sky||3||Late Registration||
We back at home, baby!||Outro||Kanye West||81||Touch the Sky||3||Late Registration||
Sky high, I’m, I’m sky high!||Outro||Kanye West||82||Touch the Sky||3||Late Registration||
I’m, I’m sky high!||Outro||Kanye West||83||Touch the Sky||3||Late Registration||
I’m, I’m sky high!||Outro||Kanye West||84||Touch the Sky||3||Late Registration||
I’m, I’m sky high!||Outro||Kanye West||85||Touch the Sky||3||Late Registration||
I’m, I’m sky high!||Outro||Kanye West||86||Touch the Sky||3||Late Registration||
Sky, sky high! I’m, I’m sky high!||Outro||Kanye West||87||Touch the Sky||3||Late Registration||
Yeah, keep it rollin'!||Outro||Kanye West||88||Touch the Sky||3||Late Registration||
Yeah, uh, feels good to be home, baby!||Outro||Kanye West||89||Touch the Sky||3||Late Registration||
Feels good to be home!||Outro||Kanye West||90||Touch the Sky||3||Late Registration||
She take my money when I'm in need||Intro||Jamie Foxx||1||Gold Digger||4||Late Registration||
Yeah, she's a triflin' friend indeed||Intro||Jamie Foxx||2||Gold Digger||4||Late Registration||
Oh, she's a gold digger||Intro||Jamie Foxx||3||Gold Digger||4||Late Registration||
Way over town that digs on me||Intro||Jamie Foxx||4||Gold Digger||4||Late Registration||
(She give me money) Now, I ain't sayin' she a gold digger||Chorus||Kanye West & (Jamie Foxx)||5||Gold Digger||4||Late Registration||
(When I'm in need) But she ain't messin' with no broke niggas||Chorus||Kanye West & (Jamie Foxx)||6||Gold Digger||4||Late Registration||
(She give me money) Now, I ain't sayin' she a gold digger||Chorus||Kanye West & (Jamie Foxx)||7||Gold Digger||4||Late Registration||
(When I'm in need) But she ain't messin' with no broke niggas||Chorus||Kanye West & (Jamie Foxx)||8||Gold Digger||4||Late Registration||
(I gotta leave) Get down girl, go 'head, get down||Chorus||Kanye West & (Jamie Foxx)||9||Gold Digger||4||Late Registration||
(I gotta leave) Get down girl, go 'head, get down||Chorus||Kanye West & (Jamie Foxx)||10||Gold Digger||4||Late Registration||
(I gotta leave) Get down girl, go 'head, get down||Chorus||Kanye West & (Jamie Foxx)||11||Gold Digger||4||Late Registration||
(I gotta leave) Get down girl, go 'head||Chorus||Kanye West & (Jamie Foxx)||12||Gold Digger||4||Late Registration||
Cutie the bomb, met her at a beauty salon||Verse 1||Kanye West||13||Gold Digger||4||Late Registration||
With a baby Louis Vuitton under her underarm||Verse 1||Kanye West||14||Gold Digger||4||Late Registration||
She said: "I can tell you rock, I can tell by your charm||Verse 1||Kanye West||15||Gold Digger||4||Late Registration||
Far as girls, you got a flock||Verse 1||Kanye West||16||Gold Digger||4||Late Registration||
I can tell by your charm and your arm"||Verse 1||Kanye West||17||Gold Digger||4||Late Registration||
But I'm lookin' for the one, have you seen her?||Verse 1||Kanye West||18||Gold Digger||4||Late Registration||
My psychic told me she'll have a ass like Serena||Verse 1||Kanye West||19||Gold Digger||4||Late Registration||
Trina, Jennifer Lopez, four kids||Verse 1||Kanye West||20||Gold Digger||4||Late Registration||
And I gotta take all they bad asses to ShowBiz?||Verse 1||Kanye West||21||Gold Digger||4||Late Registration||
Okay, get your kids, but then they got their friends||Verse 1||Kanye West||22||Gold Digger||4||Late Registration||
I pulled up in the Benz, they all got up in||Verse 1||Kanye West||23||Gold Digger||4||Late Registration||
We all went to din' and then I had to pay||Verse 1||Kanye West||24||Gold Digger||4||Late Registration||
If you fuckin' with this girl, then you better be paid||Verse 1||Kanye West||25||Gold Digger||4||Late Registration||
You know why? It take too much to touch her||Verse 1||Kanye West||26||Gold Digger||4||Late Registration||
From what I heard she got a baby by Busta||Verse 1||Kanye West||27||Gold Digger||4||Late Registration||
My best friend said she used to fuck with Usher||Verse 1||Kanye West||28||Gold Digger||4||Late Registration||
I don't care what none of y'all say, I still love her||Verse 1||Kanye West||29||Gold Digger||4||Late Registration||
(She give me money) Now, I ain't sayin' she a gold digger||Chorus||Kanye West & (Jamie Foxx)||30||Gold Digger||4||Late Registration||
(When I'm in need) But she ain't messin' with no broke niggas||Chorus||Kanye West & (Jamie Foxx)||31||Gold Digger||4||Late Registration||
(She give me money) Now, I ain't sayin' she a gold digger||Chorus||Kanye West & (Jamie Foxx)||32||Gold Digger||4||Late Registration||
(When I'm in need) But she ain't messin' with no broke niggas||Chorus||Kanye West & (Jamie Foxx)||33||Gold Digger||4||Late Registration||
(I gotta leave) Get down girl, go 'head, get down||Chorus||Kanye West & (Jamie Foxx)||34||Gold Digger||4||Late Registration||
(I gotta leave) Get down girl, go 'head, get down||Chorus||Kanye West & (Jamie Foxx)||35||Gold Digger||4||Late Registration||
(I gotta leave) Get down girl, go 'head, get down||Chorus||Kanye West & (Jamie Foxx)||36||Gold Digger||4||Late Registration||
(I gotta leave) Get down girl, go 'head||Chorus||Kanye West & (Jamie Foxx)||37||Gold Digger||4||Late Registration||
Eighteen years, eighteen years||Verse 2||Kanye West||38||Gold Digger||4||Late Registration||
She got one of your kids, got you for eighteen years||Verse 2||Kanye West||39||Gold Digger||4||Late Registration||
I know somebody payin' child support for one of his kids||Verse 2||Kanye West||40||Gold Digger||4||Late Registration||
His baby mama car and crib is bigger than his||Verse 2||Kanye West||41||Gold Digger||4||Late Registration||
You will see him on TV any given Sunday||Verse 2||Kanye West||42||Gold Digger||4||Late Registration||
Win the Super Bowl and drive off in a Hyundai||Verse 2||Kanye West||43||Gold Digger||4||Late Registration||
She was supposed to buy your shorty Tyco with your money||Verse 2||Kanye West||44||Gold Digger||4||Late Registration||
She went to the doctor, got lipo with your money||Verse 2||Kanye West||45||Gold Digger||4||Late Registration||
She walkin' around lookin' like Michael with your money||Verse 2||Kanye West||46||Gold Digger||4||Late Registration||
Shoulda got that insured, Geico for your money||Verse 2||Kanye West||47||Gold Digger||4||Late Registration||
If you ain't no punk||Verse 2||Kanye West||48||Gold Digger||4||Late Registration||
Holla, "We want prenup! We want prenup!" (Yeah!)||Verse 2||Kanye West||49||Gold Digger||4||Late Registration||
It's somethin' that you need to have||Verse 2||Kanye West||50||Gold Digger||4||Late Registration||
‘Cause when she leave yo' ass, she gon' leave with half||Verse 2||Kanye West||51||Gold Digger||4||Late Registration||
Eighteen years, eighteen years||Verse 2||Kanye West||52||Gold Digger||4||Late Registration||
And on the 18th birthday, he found out it wasn't his?||Verse 2||Kanye West||53||Gold Digger||4||Late Registration||
(She give me money) Now, I ain't sayin' she a gold digger||Chorus||Kanye West & (Jamie Foxx)||54||Gold Digger||4||Late Registration||
(When I'm in need) But she ain't messin' with no broke niggas||Chorus||Kanye West & (Jamie Foxx)||55||Gold Digger||4||Late Registration||
(She give me money) Now, I ain't sayin' she a gold digger||Chorus||Kanye West & (Jamie Foxx)||56||Gold Digger||4||Late Registration||
(When I'm in need) But she ain't messin' with no broke niggas||Chorus||Kanye West & (Jamie Foxx)||57||Gold Digger||4||Late Registration||
(I gotta leave) Get down girl, go 'head, get down||Chorus||Kanye West & (Jamie Foxx)||58||Gold Digger||4||Late Registration||
(I gotta leave) Get down girl, go 'head, get down||Chorus||Kanye West & (Jamie Foxx)||59||Gold Digger||4||Late Registration||
(I gotta leave) Get down girl, go 'head, get down||Chorus||Kanye West & (Jamie Foxx)||60||Gold Digger||4||Late Registration||
(I gotta leave) Get down girl, go 'head||Chorus||Kanye West & (Jamie Foxx)||61||Gold Digger||4||Late Registration||
Now, I ain't sayin' you a gold digger, you got needs||Verse 3||Kanye West||62||Gold Digger||4||Late Registration||
You don't want a dude to smoke, but he can't buy weed||Verse 3||Kanye West||63||Gold Digger||4||Late Registration||
You go out to eat, he can't pay, y'all can't leave||Verse 3||Kanye West||64||Gold Digger||4||Late Registration||
There's dishes in the back, he gotta roll up his sleeves||Verse 3||Kanye West||65||Gold Digger||4||Late Registration||
But while y'all washin', watch him||Verse 3||Kanye West||66||Gold Digger||4||Late Registration||
He gon' make it to a Benz out of that Datsun||Verse 3||Kanye West||67||Gold Digger||4||Late Registration||
He got that ambition, baby, look at his eyes||Verse 3||Kanye West||68||Gold Digger||4||Late Registration||
This week he moppin' floors, next week it's the fries||Verse 3||Kanye West||69||Gold Digger||4||Late Registration||
So stick by his side||Verse 3||Kanye West||70||Gold Digger||4||Late Registration||
I know there's dudes ballin', and yeah, that's nice||Verse 3||Kanye West||71||Gold Digger||4||Late Registration||
And they gonna keep callin' and tryin', but you stay right, girl||Verse 3||Kanye West||72||Gold Digger||4||Late Registration||
And when he get on, he'll leave yo' ass for a white girl||Verse 3||Kanye West||73||Gold Digger||4||Late Registration||
(I gotta leave) Get down girl, go 'head, get down||Chorus 2||Kanye West & (Jamie Foxx)||74||Gold Digger||4||Late Registration||
(I gotta leave) Get down girl, go 'head, get down||Chorus 2||Kanye West & (Jamie Foxx)||75||Gold Digger||4||Late Registration||
(I gotta leave) Get down girl, go 'head, get down||Chorus 2||Kanye West & (Jamie Foxx)||76||Gold Digger||4||Late Registration||
(I gotta leave) Get down girl, go 'head||Chorus 2||Kanye West & (Jamie Foxx)||77||Gold Digger||4||Late Registration||
Let me hear that back||Outro||Kanye West||78||Gold Digger||4||Late Registration||
I brought you brothers here today to start our own fraternity||Intro||Kanye West||1||Skit #1||5||Late Registration||
Broke Phi Broke, we ain't got it||Intro||Kanye West||2||Skit #1||5||Late Registration||
Broke Phi Broke (we ain't got it)||Intro||Kanye West||3||Skit #1||5||Late Registration||
No, we have no money||Intro||Kanye West||4||Skit #1||5||Late Registration||
We are sharin' jeans||Intro||Kanye West||5||Skit #1||5||Late Registration||
If I go outside, I got the only clothing on||Intro||Kanye West||6||Skit #1||5||Late Registration||
How many cars do we own? (None!)||Intro||Kanye West||7||Skit #1||5||Late Registration||
How many cars do we own? (None, sir!)||Intro||Kanye West||8||Skit #1||5||Late Registration||
Should we let our woman go and be with the cat with the car?||Intro||Kanye West||9||Skit #1||5||Late Registration||
(Yes, we will!)||Intro||Kanye West||10||Skit #1||5||Late Registration||
Why? Because we can't afford gas. Say it with me!||Intro||Kanye West||11||Skit #1||5||Late Registration||
(We can't afford no gas!)||Intro||Kanye West||12||Skit #1||5||Late Registration||
Say it!||Intro||Kanye West||13||Skit #1||5||Late Registration||
(We can't afford no gas!)||Intro||Kanye West||14||Skit #1||5||Late Registration||
So we ain't drivin'!||Intro||Kanye West||15||Skit #1||5||Late Registration||
Drive slow, homie||Chorus||Kanye West||1||Drive Slow||6||Late Registration||
Drive slow, homie||Chorus||Kanye West||2||Drive Slow||6||Late Registration||
You never know, homie, might meet some hoes, homie||Chorus||Kanye West||3||Drive Slow||6||Late Registration||
You need to pump your brakes and drive slow, homie||Chorus||Kanye West||4||Drive Slow||6||Late Registration||
My homie Mali used to stay at 79th and May||Verse 1||Kanye West||5||Drive Slow||6||Late Registration||
One of my best friends from back in the day||Verse 1||Kanye West||6||Drive Slow||6||Late Registration||
Down the street from Calumet, a school full of Stones||Verse 1||Kanye West||7||Drive Slow||6||Late Registration||
He nicknamed me K-Rock so they would leave me alone||Verse 1||Kanye West||8||Drive Slow||6||Late Registration||
Bulls jacket with his hat broke way off||Verse 1||Kanye West||9||Drive Slow||6||Late Registration||
And walked around the mall with his radio face off||Verse 1||Kanye West||10||Drive Slow||6||Late Registration||
Plus he had the spinner from his Daytons in his hand||Verse 1||Kanye West||11||Drive Slow||6||Late Registration||
Keys in his hand, reason again to let you know he's the man||Verse 1||Kanye West||12||Drive Slow||6||Late Registration||
Back when we rocked Ellesses, he had dreams of Caprices||Verse 1||Kanye West||13||Drive Slow||6||Late Registration||
Drove by the teachers, even more by polices||Verse 1||Kanye West||14||Drive Slow||6||Late Registration||
How'd he get the cash? The day his father passed away||Verse 1||Kanye West||15||Drive Slow||6||Late Registration||
Left him with a lil' somethin', sixteen, he was stuntin'||Verse 1||Kanye West||16||Drive Slow||6||Late Registration||
Al B. Sure! nigga with the hair all wavy||Verse 1||Kanye West||17||Drive Slow||6||Late Registration||
Hit Lake Shore, girls go all crazy||Verse 1||Kanye West||18||Drive Slow||6||Late Registration||
Hit the freeway, go at least 'bout eighty||Verse 1||Kanye West||19||Drive Slow||6||Late Registration||
Boned so much that summer, even had him a baby||Verse 1||Kanye West||20||Drive Slow||6||Late Registration||
See back-back then-then, if you had a car||Verse 1||Kanye West||21||Drive Slow||6||Late Registration||
You was the Chi-Town version of Baby||Verse 1||Kanye West||22||Drive Slow||6||Late Registration||
And I was just a virgin, a baby||Verse 1||Kanye West||23||Drive Slow||6||Late Registration||
One of the reasons I looked up to him crazy||Verse 1||Kanye West||24||Drive Slow||6||Late Registration||
I used to love to play my demo tape when the system yanked||Verse 1||Kanye West||25||Drive Slow||6||Late Registration||
Felt like I was almost signed when the shit got cranked||Verse 1||Kanye West||26||Drive Slow||6||Late Registration||
We'd take a Saturday and just circle the mall||Verse 1||Kanye West||27||Drive Slow||6||Late Registration||
They had they Lincolns and Auroras, we was hurtin' 'em all||Verse 1||Kanye West||28||Drive Slow||6||Late Registration||
With the girls a lot of flirtin' involved, but dog||Verse 1||Kanye West||29||Drive Slow||6||Late Registration||
Fuck all that flirtin' now I'm tryin' to get in some drawers||Verse 1||Kanye West||30||Drive Slow||6||Late Registration||
So put me on with these hoes, homie||Verse 1||Kanye West||31||Drive Slow||6||Late Registration||
He told me don't rush to get grown, drive slow, homie||Verse 1||Kanye West||32||Drive Slow||6||Late Registration||
Drive slow, homie||Chorus||Kanye West||33||Drive Slow||6||Late Registration||
Drive slow||Chorus||Kanye West||34||Drive Slow||6||Late Registration||
