data||type||speaker||lineNumber||songTitle||songNumber||album||
Did everything but gave up||Verse 2||Kanye West||39||Selah||2||JESUS IS KING||
Stab my back, I can't front||Verse 2||Kanye West||40||Selah||2||JESUS IS KING||
Still we win, we prayed up||Verse 2||Kanye West||41||Selah||2||JESUS IS KING||
Even when we die, we raise up (Hallelujah)||Verse 2||Kanye West||42||Selah||2||JESUS IS KING||
Ain't no wantin', no, we need it||Verse 2||Kanye West||43||Selah||2||JESUS IS KING||
The powers that be done been greedy||Verse 2||Kanye West||44||Selah||2||JESUS IS KING||
We need ours by this evening||Verse 2||Kanye West||45||Selah||2||JESUS IS KING||
No white flag or no treaty||Verse 2||Kanye West||46||Selah||2||JESUS IS KING||
We got the product, we got the tools||Verse 2||Kanye West||47||Selah||2||JESUS IS KING||
We got the minds, we got the youth||Verse 2||Kanye West||48||Selah||2||JESUS IS KING||
We goin' wild, we on the loose||Verse 2||Kanye West||49||Selah||2||JESUS IS KING||
People is lying, we are the truth||Verse 2||Kanye West||50||Selah||2||JESUS IS KING||
Everything old shall now become new||Verse 2||Kanye West||51||Selah||2||JESUS IS KING||
The leaves’ll be green, bearing the fruit||Verse 2||Kanye West||52||Selah||2||JESUS IS KING||
Love God and our neighbor, as written in Luke||Verse 2||Kanye West||53||Selah||2||JESUS IS KING||
The army of God and we are the truth||Verse 2||Kanye West||54||Selah||2||JESUS IS KING||
Wah, woo, wah, woo, woo, woo, woo, woo||Outro||Kanye West||55||Selah||2||JESUS IS KING||
Wah, woo, wah, woo, woo, woo, woo, woo||Outro||Kanye West||56||Selah||2||JESUS IS KING||
Woo, woo, woo, woo, woo, woo, woo, woo||Outro||Kanye West||57||Selah||2||JESUS IS KING||
Wah, woo, wah, woo, woo, woo, woo||Outro||Kanye West||58||Selah||2||JESUS IS KING||
Father, I stretch||Intro||Kanye West||1||Follow God||3||JESUS IS KING||
Stretch my hands to You||Intro||Kanye West||2||Follow God||3||JESUS IS KING||
Lifelike, this is what your life like, try to live your life right||Intro||Kanye West||3||Follow God||3||JESUS IS KING||
People really know you, push your buttons like typewrite||Intro||Kanye West||4||Follow God||3||JESUS IS KING||
This is like a movie, but it's really very lifelike||Intro||Kanye West||5||Follow God||3||JESUS IS KING||
Every single night, right, every single fight, right?||Intro||Kanye West||6||Follow God||3||JESUS IS KING||
I was looking at the 'Gram and I don't even like likes||Intro||Kanye West||7||Follow God||3||JESUS IS KING||
I was screamin' at my dad, he told me, "It ain't Christ-like"||Intro||Kanye West||8||Follow God||3||JESUS IS KING||
I was screamin' at the referee just like Mike||Intro||Kanye West||9||Follow God||3||JESUS IS KING||
Lookin' for a bright light, Sigel, what your life like||Intro||Kanye West||10||Follow God||3||JESUS IS KING||
Riding on a white bike, feeling like Excitebike (Stretch my hands to You)||Intro||Kanye West||11||Follow God||3||JESUS IS KING||
Pressin' on the gas, supernova for a night light||Intro||Kanye West||12||Follow God||3||JESUS IS KING||
Screamin' at my dad and he told me, "It ain't Christ-like"||Intro||Kanye West||13||Follow God||3||JESUS IS KING||
But nobody never tell you when you're being like Christ||Intro||Kanye West||14||Follow God||3||JESUS IS KING||
Only ever seein' me only when they needin' me||Intro||Kanye West||15||Follow God||3||JESUS IS KING||
Like if Tyler Perry made a movie for BET||Intro||Kanye West||16||Follow God||3||JESUS IS KING||
Searchin' for a deity, now you wanna see it free||Intro||Kanye West||17||Follow God||3||JESUS IS KING||
Now you wanna see if we, let's just see if three apiece||Intro||Kanye West||18||Follow God||3||JESUS IS KING||
Tell me what your life like, turn it down, a bright light||Intro||Kanye West||19||Follow God||3||JESUS IS KING||
Drivin' with my dad, and he told me, "It ain't Christ-like" (Stretch my hands to You)||Intro||Kanye West||20||Follow God||3||JESUS IS KING||
I'm just tryna find, l've been lookin' for a new way||Intro||Kanye West||21||Follow God||3||JESUS IS KING||
I'm just really tryin' not to really do the fool way||Intro||Kanye West||22||Follow God||3||JESUS IS KING||
I don't have a cool way, bein' on my best, though||Intro||Kanye West||23||Follow God||3||JESUS IS KING||
Block 'em on the text though, nothin' else next though||Intro||Kanye West||24||Follow God||3||JESUS IS KING||
Not another word, letter, picture, or a decimal (Father, I stretch)||Intro||Kanye West||25||Follow God||3||JESUS IS KING||
Wrestlin' with God, I don't really want to wrestle||Intro||Kanye West||26||Follow God||3||JESUS IS KING||
Man, it's really lifelike, everything in my life (Stretch my hands to You)||Intro||Kanye West||27||Follow God||3||JESUS IS KING||
Arguing with my dad, and he said, "It ain't Christ-like"||Intro||Kanye West||28||Follow God||3||JESUS IS KING||
Man||Intro||Kanye West||29||Follow God||3||JESUS IS KING||
You know, it's like||Intro||Kanye West||30||Follow God||3||JESUS IS KING||
Somebody only close who can get you, like, off your||Intro||Kanye West||31||Follow God||3||JESUS IS KING||
I be on my||Intro||Kanye West||32||Follow God||3||JESUS IS KING||
I woke up this morning, I said my prayers||Intro||Kanye West||33||Follow God||3||JESUS IS KING||
I'm all doing good, I tried to talk to my dad (Stretch my hands to You)||Intro||Kanye West||34||Follow God||3||JESUS IS KING||
Give him some advice, he starts spazzin' on me||Intro||Kanye West||35||Follow God||3||JESUS IS KING||
I start spazzin' back, He said "That ain't Christ-like"||Intro||Kanye West||36||Follow God||3||JESUS IS KING||
I said, "Ahhh"||Intro||Kanye West||37||Follow God||3||JESUS IS KING||
Yo, Pi'erre, yo, Pi'erre||Intro||Kanye West||1||On God||5||JESUS IS KING||
"How you get so much favor on your side?"||Intro||Kanye West||2||On God||5||JESUS IS KING||
"Accept Him as your Lord and Saviour," I replied||Intro||Kanye West||3||On God||5||JESUS IS KING||
Thou shalt love thy neighbor, not divide||Intro||Kanye West||4||On God||5||JESUS IS KING||
I'ma ride, that's on God||Intro||Kanye West||5||On God||5||JESUS IS KING||
His light shine the brightest in the dark||Intro||Kanye West||6||On God||5||JESUS IS KING||
Single mothers know they got my heart||Intro||Kanye West||7||On God||5||JESUS IS KING||
And all my brothers locked up on the yard||Intro||Kanye West||8||On God||5||JESUS IS KING||
You can still be anything you wanna be||Intro||Kanye West||9||On God||5||JESUS IS KING||
Went from one in four to one in three||Intro||Kanye West||10||On God||5||JESUS IS KING||
Thirteenth amendment, gotta end it, that's on me||Intro||Kanye West||11||On God||5||JESUS IS KING||
He the new commander and the chief||Intro||Kanye West||12||On God||5||JESUS IS KING||
That's on Keef, that's on God||Intro||Kanye West||13||On God||5||JESUS IS KING||
Before the ranch, I had horses in the garage||Intro||Kanye West||14||On God||5||JESUS IS KING||
When the Forbes cover was just a mirage||Intro||Kanye West||15||On God||5||JESUS IS KING||
They had me chasin' statues, that's on pride||Intro||Kanye West||16||On God||5||JESUS IS KING||
"Oh my God," Bust said that's on Tribe||Intro||Kanye West||17||On God||5||JESUS IS KING||
When I thought the Book of Job was a job||Intro||Kanye West||18||On God||5||JESUS IS KING||
The Devil had my soul, I can't lie||Intro||Kanye West||19||On God||5||JESUS IS KING||
Life gon' have some lows and some highs||Intro||Kanye West||20||On God||5||JESUS IS KING||
Before the Grammy's ever gave a nod||Intro||Kanye West||21||On God||5||JESUS IS KING||
I wore my heart on my sleeve, I couldn't hide||Intro||Kanye West||22||On God||5||JESUS IS KING||
In '03, they told me not to drive||Intro||Kanye West||23||On God||5||JESUS IS KING||
I bleached my hair for every time I could've died||Intro||Kanye West||24||On God||5||JESUS IS KING||
But I survived, that's on God||Intro||Kanye West||25||On God||5||JESUS IS KING||
I've been tellin' y'all since '05||Intro||Kanye West||26||On God||5||JESUS IS KING||
The greatest artist restin' or alive||Intro||Kanye West||27||On God||5||JESUS IS KING||
That's on L.A. Reid, that's on Clive||Intro||Kanye West||28||On God||5||JESUS IS KING||
That's no Jive, that's on God||Intro||Kanye West||29||On God||5||JESUS IS KING||
Off the 350s He supplied||Intro||Kanye West||30||On God||5||JESUS IS KING||
The IRS want they fifty plus our tithe||Intro||Kanye West||31||On God||5||JESUS IS KING||
Man, that's over half of the pie||Intro||Kanye West||32||On God||5||JESUS IS KING||
I felt dry, that's on God||Intro||Kanye West||33||On God||5||JESUS IS KING||
That's why I charge the prices that I charge||Intro||Kanye West||34||On God||5||JESUS IS KING||
I can't be out here dancin' with the stars||Intro||Kanye West||35||On God||5||JESUS IS KING||
No, I cannot let my family starve||Intro||Kanye West||36||On God||5||JESUS IS KING||
I go hard, that's on God||Intro||Kanye West||37||On God||5||JESUS IS KING||
(Yo Pi'erre, you wanna come out here?)||Intro||Kanye West||38||On God||5||JESUS IS KING||
Okay, okay, okay, okay||Intro||Kanye West||39||On God||5||JESUS IS KING||
We began after the storm inside||Intro||Ty Dolla $ign & Ant Clemons||1||Everything We Need||6||JESUS IS KING||
Lay the land (Ah), it's just the morning light (Woo, woo)||Intro||Ty Dolla $ign & Ant Clemons||2||Everything We Need||6||JESUS IS KING||
Woo, woo, oh yeah||Intro||Ty Dolla $ign & Ant Clemons||3||Everything We Need||6||JESUS IS KING||
Woo-ooh, ooh-ooh||Verse 1||Kanye West & Ant Clemons||4||Everything We Need||6||JESUS IS KING||
Switch your⁠, switch your attitude||Verse 1||Kanye West & Ant Clemons||5||Everything We Need||6||JESUS IS KING||
Go 'head, level up yourself||Verse 1||Kanye West & Ant Clemons||6||Everything We Need||6||JESUS IS KING||
This that different latitude||Verse 1||Kanye West & Ant Clemons||7||Everything We Need||6||JESUS IS KING||
Ooh-ooh, ooh-ooh||Verse 1||Kanye West & Ant Clemons||8||Everything We Need||6||JESUS IS KING||
Life too short, go spoil yourself||Verse 1||Kanye West & Ant Clemons||9||Everything We Need||6||JESUS IS KING||
Feel that feel, enjoy yourself 'cause||Verse 1||Kanye West & Ant Clemons||10||Everything We Need||6||JESUS IS KING||
We have everything we need (Ooh-ooh, ooh-ooh, oh)||Refrain||Ant Clemons & Ty Dolla $ign||11||Everything We Need||6||JESUS IS KING||
We have everything we need (Ooh-ooh, ooh-ooh, oh, oh)||Refrain||Ant Clemons & Ty Dolla $ign||12||Everything We Need||6||JESUS IS KING||
We have everything we need (Ooh-ooh, ooh-ooh, oh)||Refrain||Ant Clemons & Ty Dolla $ign||13||Everything We Need||6||JESUS IS KING||
We have everything we need (Ooh-ooh, ooh-ooh, oh, woah)||Refrain||Ant Clemons & Ty Dolla $ign||14||Everything We Need||6||JESUS IS KING||
We have everything we need||Refrain||Ant Clemons & Ty Dolla $ign||15||Everything We Need||6||JESUS IS KING||
We began after the storm inside||Chorus||Ty Dolla $ign||16||Everything We Need||6||JESUS IS KING||
Lay the land (Ah), it's just the morning light (Oh, yeah)||Chorus||Ty Dolla $ign||17||Everything We Need||6||JESUS IS KING||
Switch my, switch my attitude||Verse 2||Kanye West & Ant Clemons||18||Everything We Need||6||JESUS IS KING||
I'm so, I'm so radical||Verse 2||Kanye West & Ant Clemons||19||Everything We Need||6||JESUS IS KING||
All these people mad at dude||Verse 2||Kanye West & Ant Clemons||20||Everything We Need||6||JESUS IS KING||
This for who it matter to||Verse 2||Kanye West & Ant Clemons||21||Everything We Need||6||JESUS IS KING||
What if Eve made apple juice?||Verse 2||Kanye West & Ant Clemons||22||Everything We Need||6||JESUS IS KING||
You gon' do what Adam do?||Verse 2||Kanye West & Ant Clemons||23||Everything We Need||6||JESUS IS KING||
Or say, "Baby, let's put this back on the tree" 'cause||Verse 2||Kanye West & Ant Clemons||24||Everything We Need||6||JESUS IS KING||
We have everything we need (Ooh-ooh, ooh-ooh, oh)||Refrain||Ant Clemons & Ty Dolla $ign||25||Everything We Need||6||JESUS IS KING||
We have everything we need (Ooh-ooh, ooh-ooh, oh, oh)||Refrain||Ant Clemons & Ty Dolla $ign||26||Everything We Need||6||JESUS IS KING||
We have everything we need (Ooh-ooh, ooh-ooh, oh)||Refrain||Ant Clemons & Ty Dolla $ign||27||Everything We Need||6||JESUS IS KING||
We have everything we need (Ooh-ooh, ooh-ooh, oh, woah)||Refrain||Ant Clemons & Ty Dolla $ign||28||Everything We Need||6||JESUS IS KING||
We have everything we need||Refrain||Ant Clemons & Ty Dolla $ign||29||Everything We Need||6||JESUS IS KING||
We began after the storm inside||Chorus||Ty Dolla $ign||30||Everything We Need||6||JESUS IS KING||
Lay the land (Ah), it's just the morning light||Chorus||Ty Dolla $ign||31||Everything We Need||6||JESUS IS KING||
Well, right||Intro||Kanye West||1||Water||7||JESUS IS KING||
So, so well||Intro||Kanye West||2||Water||7||JESUS IS KING||
Well, right||Intro||Kanye West||3||Water||7||JESUS IS KING||
So, so||Intro||Kanye West||4||Water||7||JESUS IS KING||
High as the sun come out||Intro||Kanye West||5||Water||7||JESUS IS KING||
Plannin'||Intro||Kanye West||6||Water||7||JESUS IS KING||
Bootin'||Intro||Kanye West||7||Water||7||JESUS IS KING||
Plannin'||Intro||Kanye West||8||Water||7||JESUS IS KING||
Movin'||Intro||Kanye West||9||Water||7||JESUS IS KING||
Plannin'||Intro||Kanye West||10||Water||7||JESUS IS KING||
Tubin', there||Intro||Kanye West||11||Water||7||JESUS IS KING||
Well, well||Intro||Kanye West||12||Water||7||JESUS IS KING||
Clean us like the rain in spring||Chorus||Ant Clemons||13||Water||7||JESUS IS KING||
Take the chlorine out our conversation||Chorus||Ant Clemons||14||Water||7||JESUS IS KING||
Let Your light reflect on me||Chorus||Ant Clemons||15||Water||7||JESUS IS KING||
I promise I'm not hiding anything||Chorus||Ant Clemons||16||Water||7||JESUS IS KING||
It's water||Chorus||Ant Clemons||17||Water||7||JESUS IS KING||
We are water||Chorus||Ant Clemons||18||Water||7||JESUS IS KING||
Pure as water||Chorus||Ant Clemons||19||Water||7||JESUS IS KING||
Like a newborn daughter||Chorus||Ant Clemons||20||Water||7||JESUS IS KING||
The storm may come||Verse 1||Ant Clemons||21||Water||7||JESUS IS KING||
But we'll get through it because of Your love||Verse 1||Ant Clemons||22||Water||7||JESUS IS KING||
Either way, we crash like water||Verse 1||Ant Clemons||23||Water||7||JESUS IS KING||
Your love's water||Verse 1||Ant Clemons||24||Water||7||JESUS IS KING||
Pure as water||Verse 1||Ant Clemons||25||Water||7||JESUS IS KING||
We are water||Verse 1||Ant Clemons||26||Water||7||JESUS IS KING||
Jesus, flow through us||Verse 2||Kanye West||27||Water||7||JESUS IS KING||
Jesus, heal the bruises||Verse 2||Kanye West||28||Water||7||JESUS IS KING||
Jesus, clean the music||Verse 2||Kanye West||29||Water||7||JESUS IS KING||
Jesus, please use us||Verse 2||Kanye West||30||Water||7||JESUS IS KING||
Jesus, please help||Verse 2||Kanye West||31||Water||7||JESUS IS KING||
Jesus, please heal||Verse 2||Kanye West||32||Water||7||JESUS IS KING||
Jesus, please forgive||Verse 2||Kanye West||33||Water||7||JESUS IS KING||
Jesus, please reveal||Verse 2||Kanye West||34||Water||7||JESUS IS KING||
Jesus, give us strength||Verse 2||Kanye West||35||Water||7||JESUS IS KING||
Jesus, make us well||Verse 2||Kanye West||36||Water||7||JESUS IS KING||
Jesus, help us live||Verse 2||Kanye West||37||Water||7||JESUS IS KING||
Jesus, give us wealth||Verse 2||Kanye West||38||Water||7||JESUS IS KING||
Jesus is our safe||Verse 2||Kanye West||39||Water||7||JESUS IS KING||
Jesus is our rock||Verse 2||Kanye West||40||Water||7||JESUS IS KING||
Jesus, give us grace||Verse 2||Kanye West||41||Water||7||JESUS IS KING||
Jesus, keep us safe||Verse 2||Kanye West||42||Water||7||JESUS IS KING||
Clean us like the rain in spring||Chorus||Ant Clemons||43||Water||7||JESUS IS KING||
Take the chlorine out our conversation||Chorus||Ant Clemons||44||Water||7||JESUS IS KING||
Let Your light reflect on me||Chorus||Ant Clemons||45||Water||7||JESUS IS KING||
I promise I'm not hiding anything||Chorus||Ant Clemons||46||Water||7||JESUS IS KING||
It's water||Chorus||Ant Clemons||47||Water||7||JESUS IS KING||
We are water||Chorus||Ant Clemons||48||Water||7||JESUS IS KING||
Pure as water||Chorus||Ant Clemons||49||Water||7||JESUS IS KING||
Like a newborn daughter||Chorus||Ant Clemons||50||Water||7||JESUS IS KING||
We like water, mmh||Outro||Kanye West||51||Water||7||JESUS IS KING||
We like water||Outro||Kanye West||52||Water||7||JESUS IS KING||
Well, right||Outro||Kanye West||53||Water||7||JESUS IS KING||
So, so well||Outro||Kanye West||54||Water||7||JESUS IS KING||
Well, right||Outro||Kanye West||55||Water||7||JESUS IS KING||
So, so||Outro||Kanye West||56||Water||7||JESUS IS KING||
High as the sun come out||Outro||Kanye West||57||Water||7||JESUS IS KING||
Plannin'||Outro||Kanye West||58||Water||7||JESUS IS KING||
Bootin'||Outro||Kanye West||59||Water||7||JESUS IS KING||
Plannin'||Outro||Kanye West||60||Water||7||JESUS IS KING||
Movin'||Outro||Kanye West||61||Water||7||JESUS IS KING||
Plannin'||Outro||Kanye West||62||Water||7||JESUS IS KING||
Tubin', there||Outro||Kanye West||63||Water||7||JESUS IS KING||
Well, well||Outro||Kanye West||64||Water||7||JESUS IS KING||
God is||Intro||Kanye West||1||God Is||8||JESUS IS KING||
My light in darkness, oh||Intro||Kanye West||2||God Is||8||JESUS IS KING||
God, God is||Intro||Kanye West||3||God Is||8||JESUS IS KING||
He, He is my all and all (And I'll never turn back)||Intro||Kanye West||4||God Is||8||JESUS IS KING||
God is||Intro||Kanye West||5||God Is||8||JESUS IS KING||
Everything that hath breath praise the Lord||Intro||Kanye West||6||God Is||8||JESUS IS KING||
Worship Christ with the best of your portions||Intro||Kanye West||7||God Is||8||JESUS IS KING||
I know I won't forget all He's done||Intro||Kanye West||8||God Is||8||JESUS IS KING||
He's the strength in this race that I run||Intro||Kanye West||9||God Is||8||JESUS IS KING||
Every time I look up, I see God's faithfulness||Intro||Kanye West||10||God Is||8||JESUS IS KING||
And it shows just how much He is miraculous||Intro||Kanye West||11||God Is||8||JESUS IS KING||
I can't keep it to myself, I can't sit here and be still||Intro||Kanye West||12||God Is||8||JESUS IS KING||
Everybody, I will tell 'til the whole world is healed||Intro||Kanye West||13||God Is||8||JESUS IS KING||
King of Kings, Lord of Lords, all the things He has in store||Intro||Kanye West||14||God Is||8||JESUS IS KING||
From the rich to the poor, all are welcome through the door||Intro||Kanye West||15||God Is||8||JESUS IS KING||
You won't ever be the same when you call on Jesus' name||Intro||Kanye West||16||God Is||8||JESUS IS KING||
Listen to the words I'm sayin', Jesus saved me, now I'm sane||Intro||Kanye West||17||God Is||8||JESUS IS KING||
And I know, I know God is the force that picked me up||Intro||Kanye West||18||God Is||8||JESUS IS KING||
I know Christ is the fountain that filled my cup||Intro||Kanye West||19||God Is||8||JESUS IS KING||
I know God is alive, yeah||Intro||Kanye West||20||God Is||8||JESUS IS KING||
He has opened up my vision||Intro||Kanye West||21||God Is||8||JESUS IS KING||
Giving me a revelation||Intro||Kanye West||22||God Is||8||JESUS IS KING||
This ain't 'bout a dead religion||Intro||Kanye West||23||God Is||8||JESUS IS KING||
Jesus brought a revolution||Intro||Kanye West||24||God Is||8||JESUS IS KING||
All the captives are forgiven||Intro||Kanye West||25||God Is||8||JESUS IS KING||
Time to break down all the prisons||Intro||Kanye West||26||God Is||8||JESUS IS KING||
Every man, every woman||Intro||Kanye West||27||God Is||8||JESUS IS KING||
There is freedom from addiction||Intro||Kanye West||28||God Is||8||JESUS IS KING||
Jesus, You have my soul||Intro||Kanye West||29||God Is||8||JESUS IS KING||
Sunday Service on a roll||Intro||Kanye West||30||God Is||8||JESUS IS KING||
All my idols, let 'em go||Intro||Kanye West||31||God Is||8||JESUS IS KING||
All the demons, let 'em know||Intro||Kanye West||32||God Is||8||JESUS IS KING||
This a mission, not a show||Intro||Kanye West||33||God Is||8||JESUS IS KING||
This is my eternal soul||Intro||Kanye West||34||God Is||8||JESUS IS KING||
This my kids, this the crib||Intro||Kanye West||35||God Is||8||JESUS IS KING||
This my wife, this my life||Intro||Kanye West||36||God Is||8||JESUS IS KING||
This my God-given right||Intro||Kanye West||37||God Is||8||JESUS IS KING||
Thank You, Jesus, won the fight||Intro||Kanye West||38||God Is||8||JESUS IS KING||
That's what God is||Intro||Kanye West||39||God Is||8||JESUS IS KING||
That's what God is||Intro||Kanye West||40||God Is||8||JESUS IS KING||
That's what God is||Intro||Kanye West||41||God Is||8||JESUS IS KING||
Hand 'em||Refrain||Fred Hammond||1||Hands On||9||JESUS IS KING||
Hands up high, hands on, hands on||Refrain||Fred Hammond||2||Hands On||9||JESUS IS KING||
Hands on, hands up||Refrain||Fred Hammond||3||Hands On||9||JESUS IS KING||
In your face, the reason||Refrain||Fred Hammond||4||Hands On||9||JESUS IS KING||
Hands on, yeah, hands on||Refrain||Fred Hammond||5||Hands On||9||JESUS IS KING||
Cut out all the lights, He the light||Verse 1||Kanye West||6||Hands On||9||JESUS IS KING||
