data||type||speaker||lineNumber||songTitle||songNumber||album||
Did you realize||Intro||Kanye West||25||Champion||2||Graduation||
That you were a champion in their eyes?||Intro||Kanye West||26||Champion||2||Graduation||
I think he did||Intro||Kanye West||27||Champion||2||Graduation||
When he packed it up and brought it back to the crib||Intro||Kanye West||28||Champion||2||Graduation||
Just a little something, show you how we live||Intro||Kanye West||29||Champion||2||Graduation||
Everything I wanted, man it seem so serious||Intro||Kanye West||30||Champion||2||Graduation||
Mhm, that's that shit||Intro||Kanye West||31||Champion||2||Graduation||
So if you gon' do it, do it just like this||Intro||Kanye West||32||Champion||2||Graduation||
Did you realize||Intro||Kanye West||33||Champion||2||Graduation||
That you were a champion in their eyes?||Intro||Kanye West||34||Champion||2||Graduation||
When it feel like living's harder than dyin'||Intro||Kanye West||35||Champion||2||Graduation||
For me givin' up's way harder than tryin'||Intro||Kanye West||36||Champion||2||Graduation||
Lauryn Hill said her heart was in Zion||Intro||Kanye West||37||Champion||2||Graduation||
I wish her heart still was in rhymin'||Intro||Kanye West||38||Champion||2||Graduation||
'Cause who the kids gon' listen to, huh?||Intro||Kanye West||39||Champion||2||Graduation||
I guess me if it isn't you||Intro||Kanye West||40||Champion||2||Graduation||
Last week I paid a visit to the institute||Intro||Kanye West||41||Champion||2||Graduation||
They got the dropout keepin' kids in the school||Intro||Kanye West||42||Champion||2||Graduation||
I guess I cleaned up my act like Prince'd do||Intro||Kanye West||43||Champion||2||Graduation||
If not for pleasure, then at least for the principle||Intro||Kanye West||44||Champion||2||Graduation||
They got the CD, they got to see me||Intro||Kanye West||45||Champion||2||Graduation||
Drop gems like I dropped out of PE||Intro||Kanye West||46||Champion||2||Graduation||
They used to feel invisible||Intro||Kanye West||47||Champion||2||Graduation||
Now they know they invincible||Intro||Kanye West||48||Champion||2||Graduation||
Did you realize||Intro||Kanye West||49||Champion||2||Graduation||
That you were a champion in their eyes?||Intro||Kanye West||50||Champion||2||Graduation||
This is the story of a champion||Intro||Kanye West||51||Champion||2||Graduation||
Runners on their mark and they pop their guns||Intro||Kanye West||52||Champion||2||Graduation||
Stand up, stand up, here he comes||Intro||Kanye West||53||Champion||2||Graduation||
Tell me what it takes to be number one||Intro||Kanye West||54||Champion||2||Graduation||
Tell me what it takes to be number one||Intro||Kanye West||55||Champion||2||Graduation||
This is the story of a champion||Intro||Kanye West||56||Champion||2||Graduation||
Runners on their mark and they pop their guns||Intro||Kanye West||57||Champion||2||Graduation||
Stand up, stand up, here he comes||Intro||Kanye West||58||Champion||2||Graduation||
Tell me what it takes to be number one||Intro||Kanye West||59||Champion||2||Graduation||
Tell me what it takes to be number one||Intro||Kanye West||60||Champion||2||Graduation||
Did you realize||Intro||Kanye West||61||Champion||2||Graduation||
That you were a champion in their eyes?||Intro||Kanye West||62||Champion||2||Graduation||
Yes I did||Intro||Kanye West||63||Champion||2||Graduation||
So I packed it up and brought it back to the crib||Intro||Kanye West||64||Champion||2||Graduation||
Just a little something, show you how we live||Intro||Kanye West||65||Champion||2||Graduation||
Everybody want it, but it ain't that serious||Intro||Kanye West||66||Champion||2||Graduation||
Mhm, that's that shit||Intro||Kanye West||67||Champion||2||Graduation||
So if you gon' do it, do it just like this... like this||Intro||Kanye West||68||Champion||2||Graduation||
Did you realize||Intro||Kanye West||69||Champion||2||Graduation||
That you were a champion in their eyes?||Intro||Kanye West||70||Champion||2||Graduation||
Work it, make it, do it, makes us||Intro||Daft Punk||1||Stronger||3||Graduation||
Harder, better, faster, stronger||Intro||Daft Punk||2||Stronger||3||Graduation||
N-Now th-that that don't kill me||Chorus||Kanye West & Daft Punk||3||Stronger||3||Graduation||
Can only make us stronger||Chorus||Kanye West & Daft Punk||4||Stronger||3||Graduation||
I need you to hurry up now||Chorus||Kanye West & Daft Punk||5||Stronger||3||Graduation||
‘Cause I can't wait much longer||Chorus||Kanye West & Daft Punk||6||Stronger||3||Graduation||
I know I got to be right now||Chorus||Kanye West & Daft Punk||7||Stronger||3||Graduation||
‘Cause I can't get much wronger||Chorus||Kanye West & Daft Punk||8||Stronger||3||Graduation||
Man, I've been waiting all night now||Chorus||Kanye West & Daft Punk||9||Stronger||3||Graduation||
That's how long I been on ya||Chorus||Kanye West & Daft Punk||10||Stronger||3||Graduation||
(Work it harder, make it better||Chorus||Kanye West & Daft Punk||11||Stronger||3||Graduation||
Do it faster, makes us stronger)||Chorus||Kanye West & Daft Punk||12||Stronger||3||Graduation||
(I need you right now!)||Chorus||Kanye West & Daft Punk||13||Stronger||3||Graduation||
(More than ever, hour after hour||Chorus||Kanye West & Daft Punk||14||Stronger||3||Graduation||
Work–)||Chorus||Kanye West & Daft Punk||15||Stronger||3||Graduation||
(I need you right now!)||Chorus||Kanye West & Daft Punk||16||Stronger||3||Graduation||
Let's get lost tonight||Verse 1||Kanye West||17||Stronger||3||Graduation||
You could be my black Kate Moss tonight||Verse 1||Kanye West||18||Stronger||3||Graduation||
Play secretary, I'm the boss tonight||Verse 1||Kanye West||19||Stronger||3||Graduation||
And you don't give a fuck what they all say, right?||Verse 1||Kanye West||20||Stronger||3||Graduation||
Awesome, the Christian in Christian Dior||Verse 1||Kanye West||21||Stronger||3||Graduation||
Damn, they don't make 'em like this anymore||Verse 1||Kanye West||22||Stronger||3||Graduation||
I ask, ‘cause I'm not sure||Verse 1||Kanye West||23||Stronger||3||Graduation||
Do anybody make real shit anymore?||Verse 1||Kanye West||24||Stronger||3||Graduation||
Bow in the presence of greatness||Verse 1||Kanye West||25||Stronger||3||Graduation||
‘Cause right now, thou hast forsaken us||Verse 1||Kanye West||26||Stronger||3||Graduation||
You should be honored by my lateness||Verse 1||Kanye West||27||Stronger||3||Graduation||
That I would even show up to this fake shit||Verse 1||Kanye West||28||Stronger||3||Graduation||
So go ahead, go nuts, go apeshit!||Verse 1||Kanye West||29||Stronger||3||Graduation||
'Specially in my Pastellé, on my Bape shit||Verse 1||Kanye West||30||Stronger||3||Graduation||
Act like you can't tell who made this||Verse 1||Kanye West||31||Stronger||3||Graduation||
New Gospel, homie, take six||Verse 1||Kanye West||32||Stronger||3||Graduation||
And take this, haters!||Verse 1||Kanye West||33||Stronger||3||Graduation||
N-Now th-that that don't kill me||Chorus||Kanye West & Daft Punk||34||Stronger||3||Graduation||
Can only make me stronger||Chorus||Kanye West & Daft Punk||35||Stronger||3||Graduation||
I need you to hurry up now||Chorus||Kanye West & Daft Punk||36||Stronger||3||Graduation||
‘Cause I can't wait much longer||Chorus||Kanye West & Daft Punk||37||Stronger||3||Graduation||
I know I got to be right now||Chorus||Kanye West & Daft Punk||38||Stronger||3||Graduation||
‘Cause I can't get much wronger||Chorus||Kanye West & Daft Punk||39||Stronger||3||Graduation||
Man, I've been waiting all night now||Chorus||Kanye West & Daft Punk||40||Stronger||3||Graduation||
That's how long I been on ya||Chorus||Kanye West & Daft Punk||41||Stronger||3||Graduation||
(Work it harder, make it better||Chorus||Kanye West & Daft Punk||42||Stronger||3||Graduation||
Do it faster, makes us stronger)||Chorus||Kanye West & Daft Punk||43||Stronger||3||Graduation||
(I need you right now!)||Chorus||Kanye West & Daft Punk||44||Stronger||3||Graduation||
(More than ever, hour after hour||Chorus||Kanye West & Daft Punk||45||Stronger||3||Graduation||
Work–)||Chorus||Kanye West & Daft Punk||46||Stronger||3||Graduation||
(I need you right now!) Me likey!||Chorus||Kanye West & Daft Punk||47||Stronger||3||Graduation||
I don't know if you got a man or not||Verse 2||Kanye West & Daft Punk||48||Stronger||3||Graduation||
If you made plans or not||Verse 2||Kanye West & Daft Punk||49||Stronger||3||Graduation||
If God put me in your plans or not||Verse 2||Kanye West & Daft Punk||50||Stronger||3||Graduation||
I'm trippin', this drink got me saying a lot||Verse 2||Kanye West & Daft Punk||51||Stronger||3||Graduation||
But I know that God put you in front of me||Verse 2||Kanye West & Daft Punk||52||Stronger||3||Graduation||
So how the hell could you front on me?||Verse 2||Kanye West & Daft Punk||53||Stronger||3||Graduation||
There's a thousand you's, there's only one of me||Verse 2||Kanye West & Daft Punk||54||Stronger||3||Graduation||
I'm trippin', I'm caught up in the moment, right?||Verse 2||Kanye West & Daft Punk||55||Stronger||3||Graduation||
‘Cause it's Louis Vuitton Don night||Verse 2||Kanye West & Daft Punk||56||Stronger||3||Graduation||
So we gon' do everything that Kan like||Verse 2||Kanye West & Daft Punk||57||Stronger||3||Graduation||
Heard they'd do anything for a Klondike||Verse 2||Kanye West & Daft Punk||58||Stronger||3||Graduation||
Well, I'd do anything for a blonde dyke||Verse 2||Kanye West & Daft Punk||59||Stronger||3||Graduation||
And she'll do anything for the limelight||Verse 2||Kanye West & Daft Punk||60||Stronger||3||Graduation||
And we'll do anything when the time's right||Verse 2||Kanye West & Daft Punk||61||Stronger||3||Graduation||
Uh, baby, you're makin' it–||Verse 2||Kanye West & Daft Punk||62||Stronger||3||Graduation||
(Harder, better, faster, stronger)||Verse 2||Kanye West & Daft Punk||63||Stronger||3||Graduation||
N-Now th-that that don't kill me (Oh)||Chorus||Kanye West & Daft Punk||64||Stronger||3||Graduation||
Can only make me stronger (Oh)||Chorus||Kanye West & Daft Punk||65||Stronger||3||Graduation||
I need you to hurry up now (Oh)||Chorus||Kanye West & Daft Punk||66||Stronger||3||Graduation||
‘Cause I can't wait much longer (Oh)||Chorus||Kanye West & Daft Punk||67||Stronger||3||Graduation||
I know I got to be right now (Oh)||Chorus||Kanye West & Daft Punk||68||Stronger||3||Graduation||
‘Cause I can't get much wronger (Oh)||Chorus||Kanye West & Daft Punk||69||Stronger||3||Graduation||
Man, I've been waiting all night now||Chorus||Kanye West & Daft Punk||70||Stronger||3||Graduation||
That's how long I been on ya||Chorus||Kanye West & Daft Punk||71||Stronger||3||Graduation||
(Work it harder, make it better||Chorus||Kanye West & Daft Punk||72||Stronger||3||Graduation||
Do it faster, makes us stronger)||Chorus||Kanye West & Daft Punk||73||Stronger||3||Graduation||
(I need you right now!)||Chorus||Kanye West & Daft Punk||74||Stronger||3||Graduation||
(I need you right now!)||Chorus||Kanye West & Daft Punk||75||Stronger||3||Graduation||
You know how long I've been on ya||Bridge||Kanye West & Daft Punk||76||Stronger||3||Graduation||
Since Prince was on Apollonia||Bridge||Kanye West & Daft Punk||77||Stronger||3||Graduation||
Since O.J. had Isotoners||Bridge||Kanye West & Daft Punk||78||Stronger||3||Graduation||
Don't act like I never told ya||Bridge||Kanye West & Daft Punk||79||Stronger||3||Graduation||
Don't act like I never told ya||Bridge||Kanye West & Daft Punk||80||Stronger||3||Graduation||
Don't act like I never told ya||Bridge||Kanye West & Daft Punk||81||Stronger||3||Graduation||
Don't act like I never told ya||Bridge||Kanye West & Daft Punk||82||Stronger||3||Graduation||
Don't act like I never told ya||Bridge||Kanye West & Daft Punk||83||Stronger||3||Graduation||
Baby, you're makin' it||Bridge||Kanye West & Daft Punk||84||Stronger||3||Graduation||
(Harder, better, faster, stronger)||Bridge||Kanye West & Daft Punk||85||Stronger||3||Graduation||
N-Now th-that that don't kill me||Chorus||Kanye West & Daft Punk||86||Stronger||3||Graduation||
Can only make me stronger||Chorus||Kanye West & Daft Punk||87||Stronger||3||Graduation||
I need you to hurry up now||Chorus||Kanye West & Daft Punk||88||Stronger||3||Graduation||
‘Cause I can't wait much longer||Chorus||Kanye West & Daft Punk||89||Stronger||3||Graduation||
I know I got to be right now||Chorus||Kanye West & Daft Punk||90||Stronger||3||Graduation||
‘Cause I can't get much wronger||Chorus||Kanye West & Daft Punk||91||Stronger||3||Graduation||
Man, I've been waiting all night now||Chorus||Kanye West & Daft Punk||92||Stronger||3||Graduation||
That's how long I been on ya||Chorus||Kanye West & Daft Punk||93||Stronger||3||Graduation||
(Work it harder, make it better||Chorus||Kanye West & Daft Punk||94||Stronger||3||Graduation||
Do it faster, makes us stronger)||Chorus||Kanye West & Daft Punk||95||Stronger||3||Graduation||
(I need you right now!)||Chorus||Kanye West & Daft Punk||96||Stronger||3||Graduation||
(I need you right now!)||Chorus||Kanye West & Daft Punk||97||Stronger||3||Graduation||
Right now!||Chorus||Kanye West & Daft Punk||98||Stronger||3||Graduation||
Work it harder, make it better||Chorus||Kanye West & Daft Punk||99||Stronger||3||Graduation||
Do it faster, makes us stronger||Chorus||Kanye West & Daft Punk||100||Stronger||3||Graduation||
(I need you right now!)||Chorus||Kanye West & Daft Punk||101||Stronger||3||Graduation||
(I need you right now!)||Chorus||Kanye West & Daft Punk||102||Stronger||3||Graduation||
You know how long I've been on ya||Bridge||Kanye West||103||Stronger||3||Graduation||
Since Prince was on Apollonia||Bridge||Kanye West||104||Stronger||3||Graduation||
Since O.J. had Isotoners||Bridge||Kanye West||105||Stronger||3||Graduation||
Don't act like I never told ya||Bridge||Kanye West||106||Stronger||3||Graduation||
You know how long I've been on ya||Bridge||Kanye West||107||Stronger||3||Graduation||
Since Prince was on Apollonia||Bridge||Kanye West||108||Stronger||3||Graduation||
Since O.J. had Isotoners||Bridge||Kanye West||109||Stronger||3||Graduation||
Don't act like I never told ya||Bridge||Kanye West||110||Stronger||3||Graduation||
Told ya, told ya||Bridge||Kanye West||111||Stronger||3||Graduation||
Never told ya…told ya, told ya, told ya||Bridge||Kanye West||112||Stronger||3||Graduation||
Never told ya…told ya, told ya, told ya||Bridge||Kanye West||113||Stronger||3||Graduation||
Never told ya…told ya, told ya, told ya||Bridge||Kanye West||114||Stronger||3||Graduation||
Never told ya…told ya, told ya, told ya||Bridge||Kanye West||115||Stronger||3||Graduation||
Never over…Never over… Never over… Never over…||Bridge||Kanye West||116||Stronger||3||Graduation||
Never over…Never over… Never over… Never over…||Bridge||Kanye West||117||Stronger||3||Graduation||
(Harder, better, faster, stronger)||Bridge||Kanye West||118||Stronger||3||Graduation||
Work it harder, make it better||Bridge||Kanye West||119||Stronger||3||Graduation||
Do it faster, makes us stronger||Bridge||Kanye West||120||Stronger||3||Graduation||
More than ever, hour after||Bridge||Kanye West||121||Stronger||3||Graduation||
Our work is never over||Bridge||Kanye West||122||Stronger||3||Graduation||
Work it harder, make it better||Bridge||Kanye West||123||Stronger||3||Graduation||
Do it faster, makes us stronger||Bridge||Kanye West||124||Stronger||3||Graduation||
More than ever, hour after—||Bridge||Kanye West||125||Stronger||3||Graduation||
Our work is never over||Bridge||Kanye West||126||Stronger||3||Graduation||
Work it harder, make it better||Bridge||Kanye West||127||Stronger||3||Graduation||
Do it faster, makes us stronger||Bridge||Kanye West||128||Stronger||3||Graduation||
More than ever, hour after hour||Bridge||Kanye West||129||Stronger||3||Graduation||
Work is never over||Bridge||Kanye West||130||Stronger||3||Graduation||
Work it harder, make it better||Bridge||Kanye West||131||Stronger||3||Graduation||
Do it faster, makes us stronger||Bridge||Kanye West||132||Stronger||3||Graduation||
More than ever, hour after hour||Bridge||Kanye West||133||Stronger||3||Graduation||
Work is never over||Bridge||Kanye West||134||Stronger||3||Graduation||
Find your dreams come true||Intro||Labi Siffre||1||I Wonder||4||Graduation||
And I wonder||Intro||Labi Siffre||2||I Wonder||4||Graduation||
If you know||Intro||Labi Siffre||3||I Wonder||4||Graduation||
What it means||Intro||Labi Siffre||4||I Wonder||4||Graduation||
What it means||Intro||Labi Siffre||5||I Wonder||4||Graduation||
And I wonder||Intro||Labi Siffre||6||I Wonder||4||Graduation||
If you know||Intro||Labi Siffre||7||I Wonder||4||Graduation||
What it means||Intro||Labi Siffre||8||I Wonder||4||Graduation||
What it means||Intro||Labi Siffre||9||I Wonder||4||Graduation||
And I wonder||Intro||Labi Siffre||10||I Wonder||4||Graduation||
If you know||Intro||Labi Siffre||11||I Wonder||4||Graduation||
What it means||Intro||Labi Siffre||12||I Wonder||4||Graduation||
To find your dreams, and I wonder||Intro||Labi Siffre||13||I Wonder||4||Graduation||
I've been waiting on this my whole life (And I wonder)||Verse 1||Kanye West & Labi Siffre||14||I Wonder||4||Graduation||
These dreams be waking me up at night (And I wonder)||Verse 1||Kanye West & Labi Siffre||15||I Wonder||4||Graduation||
You say I think I'm never wrong (And I wonder)||Verse 1||Kanye West & Labi Siffre||16||I Wonder||4||Graduation||
You know what? Maybe you're right aight?||Verse 1||Kanye West & Labi Siffre||17||I Wonder||4||Graduation||
And I wonder if you know||Chorus||Labi Siffre||18||I Wonder||4||Graduation||
What it means, what it means||Chorus||Labi Siffre||19||I Wonder||4||Graduation||
And I wonder if you know||Chorus||Labi Siffre||20||I Wonder||4||Graduation||
What it means to find your dreams||Chorus||Labi Siffre||21||I Wonder||4||Graduation||
And I wonder||Chorus||Labi Siffre||22||I Wonder||4||Graduation||
You say he get on your fucking nerves (And I wonder)||Verse 2||Kanye West & Labi Siffre||23||I Wonder||4||Graduation||
You hope that he get what he deserves—word! (And I wonder)||Verse 2||Kanye West & Labi Siffre||24||I Wonder||4||Graduation||
Do you even remember what the issue is?||Verse 2||Kanye West & Labi Siffre||25||I Wonder||4||Graduation||
You just trying to find where the tissue is||Verse 2||Kanye West & Labi Siffre||26||I Wonder||4||Graduation||
You can still be who you wish you is||Verse 2||Kanye West & Labi Siffre||27||I Wonder||4||Graduation||
It ain't happen yet, and that's what intuition is (And I wonder)||Verse 2||Kanye West & Labi Siffre||28||I Wonder||4||Graduation||
When you hop back in the car||Verse 2||Kanye West & Labi Siffre||29||I Wonder||4||Graduation||
Drive back to the crib, run back to their arms||Verse 2||Kanye West & Labi Siffre||30||I Wonder||4||Graduation||
The smokescreens, the chokes and the screams||Verse 2||Kanye West & Labi Siffre||31||I Wonder||4||Graduation||
You ever wonder what it all really means?||Verse 2||Kanye West & Labi Siffre||32||I Wonder||4||Graduation||
And I wonder if you know what it means, what it means||Chorus||Labi Siffre||33||I Wonder||4||Graduation||
And I wonder if you know what it means||Chorus||Labi Siffre||34||I Wonder||4||Graduation||
To find your dreams, and I wonder||Chorus||Labi Siffre||35||I Wonder||4||Graduation||
And I'm back on my grind||Verse 3||Kanye West & Labi Siffre||36||I Wonder||4||Graduation||
A psychic read my lifeline, told me in my lifetime||Verse 3||Kanye West & Labi Siffre||37||I Wonder||4||Graduation||
My name would help light up the Chicago skyline||Verse 3||Kanye West & Labi Siffre||38||I Wonder||4||Graduation||
And that's why I'm (And I wonder)||Verse 3||Kanye West & Labi Siffre||39||I Wonder||4||Graduation||
Seven o'clock, that's primetime||Verse 3||Kanye West & Labi Siffre||40||I Wonder||4||Graduation||
Heaven'll watch, God calling from the hotlines||Verse 3||Kanye West & Labi Siffre||41||I Wonder||4||Graduation||
Why he keep giving me hot lines?||Verse 3||Kanye West & Labi Siffre||42||I Wonder||4||Graduation||
I'm a star, how could I not shine? (And I wonder)||Verse 3||Kanye West & Labi Siffre||43||I Wonder||4||Graduation||
How many ladies in the house? (If you know)||Verse 3||Kanye West & Labi Siffre||44||I Wonder||4||Graduation||
How many ladies in the house without a spouse? (What it means)||Verse 3||Kanye West & Labi Siffre||45||I Wonder||4||Graduation||
Something in your blouse got me feeling so aroused (What it means)||Verse 3||Kanye West & Labi Siffre||46||I Wonder||4||Graduation||
What you about? (And I wonder)||Verse 3||Kanye West & Labi Siffre||47||I Wonder||4||Graduation||
On that independent shit (If you know)||Verse 3||Kanye West & Labi Siffre||48||I Wonder||4||Graduation||
Trade it all for a husband and some kids (What it means)||Verse 3||Kanye West & Labi Siffre||49||I Wonder||4||Graduation||
You ever wonder what it all really mean?||Verse 3||Kanye West & Labi Siffre||50||I Wonder||4||Graduation||
You wonder if you'll ever find your dreams?||Verse 3||Kanye West & Labi Siffre||51||I Wonder||4||Graduation||
To find your dreams come true||Verse 3||Kanye West & Labi Siffre||52||I Wonder||4||Graduation||
Like we always do at this time||Chorus||Kanye West & T-Pain||1||Good Life||5||Graduation||
I go for mine, I gots to shine||Chorus||Kanye West & T-Pain||2||Good Life||5||Graduation||
(Now throw yo' hands up in the sky)||Chorus||Kanye West & T-Pain||3||Good Life||5||Graduation||
I go go for mine, I gots to shine||Chorus||Kanye West & T-Pain||4||Good Life||5||Graduation||
(Now throw yo' hands up in the sky)||Chorus||Kanye West & T-Pain||5||Good Life||5||Graduation||
I'ma get on this TV momma, I'ma||Chorus||Kanye West & T-Pain||6||Good Life||5||Graduation||
I'ma put shit down||Chorus||Kanye West & T-Pain||7||Good Life||5||Graduation||
(Ayy) ayy (Ayy), ayy||Chorus||Kanye West & T-Pain||8||Good Life||5||Graduation||
(Ayy) ayy (Ayy), I'm good||Chorus||Kanye West & T-Pain||9||Good Life||5||Graduation||
Welcome to the good life, where niggas who sell D||Verse 1||Kanye West||10||Good Life||5||Graduation||
Won't even get pulled over in they new V||Verse 1||Kanye West||11||Good Life||5||Graduation||
The good life, let's go on a living spree||Verse 1||Kanye West||12||Good Life||5||Graduation||
Shit, they say the best things in life are free||Verse 1||Kanye West||13||Good Life||5||Graduation||
The good life, it feel like Atlanta||Verse 1||Kanye West||14||Good Life||5||Graduation||
It feel like L.A., it feel like Miami||Verse 1||Kanye West||15||Good Life||5||Graduation||
It feel like NY, summertime Chi||Verse 1||Kanye West||16||Good Life||5||Graduation||
Ah! (Now throw yo' hands up in the sky)||Verse 1||Kanye West||17||Good Life||5||Graduation||
So I roll through good||Verse 1||Kanye West||18||Good Life||5||Graduation||
Y'all pop the trunk, I pop the hood, Ferrari||Verse 1||Kanye West||19||Good Life||5||Graduation||
And she got the goods||Verse 1||Kanye West||20||Good Life||5||Graduation||
And she got that ass, I got to look, sorry!||Verse 1||Kanye West||21||Good Life||5||Graduation||
Yo, it's got to be 'cause I'm seasoned||Verse 1||Kanye West||22||Good Life||5||Graduation||
Haters give me them salty looks, Lawry's||Verse 1||Kanye West||23||Good Life||5||Graduation||
50 told me, "Go 'head, switch the style up||Verse 1||Kanye West||24||Good Life||5||Graduation||
