data||type||speaker||lineNumber||songTitle||songNumber||album||
But there's nowhere to go (Now)||Intro||Kanye West||27||Black Skinhead||2||Yeezus||
And there's no way to slow (Down)||Intro||Kanye West||28||Black Skinhead||2||Yeezus||
If I knew what I knew in the past||Intro||Kanye West||29||Black Skinhead||2||Yeezus||
I would've been blacked out on your ass||Intro||Kanye West||30||Black Skinhead||2||Yeezus||
Four in the mornin', and I'm zonin'||Intro||Kanye West||31||Black Skinhead||2||Yeezus||
They say I'm possessed, it's an omen||Intro||Kanye West||32||Black Skinhead||2||Yeezus||
I keep it 300, like the Romans||Intro||Kanye West||33||Black Skinhead||2||Yeezus||
300 bitches, where the Trojans?||Intro||Kanye West||34||Black Skinhead||2||Yeezus||
Baby, we livin' in the moment||Intro||Kanye West||35||Black Skinhead||2||Yeezus||
I've been a menace for the longest||Intro||Kanye West||36||Black Skinhead||2||Yeezus||
But I ain't finished, I'm devoted||Intro||Kanye West||37||Black Skinhead||2||Yeezus||
And you know it, and you know it||Intro||Kanye West||38||Black Skinhead||2||Yeezus||
Stop all that coon shit (Black)||Intro||Kanye West||39||Black Skinhead||2||Yeezus||
Early morning cartoon shit (Black)||Intro||Kanye West||40||Black Skinhead||2||Yeezus||
This is that goon shit||Intro||Kanye West||41||Black Skinhead||2||Yeezus||
Fuck up your whole afternoon shit||Intro||Kanye West||42||Black Skinhead||2||Yeezus||
I'm aware I'm a wolf||Intro||Kanye West||43||Black Skinhead||2||Yeezus||
Soon as the moon hit||Intro||Kanye West||44||Black Skinhead||2||Yeezus||
I'm aware I'm a king||Intro||Kanye West||45||Black Skinhead||2||Yeezus||
Back out the tomb, bitch (Black)||Intro||Kanye West||46||Black Skinhead||2||Yeezus||
Black out the room, bitch (Black)||Intro||Kanye West||47||Black Skinhead||2||Yeezus||
Stop all that coon shit (Black)||Intro||Kanye West||48||Black Skinhead||2||Yeezus||
These niggas ain't doin' shit (Black)||Intro||Kanye West||49||Black Skinhead||2||Yeezus||
Them niggas ain't doin' shit||Intro||Kanye West||50||Black Skinhead||2||Yeezus||
Come on, homie, what happened?||Intro||Kanye West||51||Black Skinhead||2||Yeezus||
You niggas ain't breathin', you gaspin'||Intro||Kanye West||52||Black Skinhead||2||Yeezus||
These niggas ain't ready for action||Intro||Kanye West||53||Black Skinhead||2||Yeezus||
Ready—ready for action—action||Intro||Kanye West||54||Black Skinhead||2||Yeezus||
Four in the mornin', and I'm zonin'||Intro||Kanye West||55||Black Skinhead||2||Yeezus||
I think I'm possessed, it's an omen||Intro||Kanye West||56||Black Skinhead||2||Yeezus||
I keep it 300 like the Romans||Intro||Kanye West||57||Black Skinhead||2||Yeezus||
300 bitches, where the Trojans?||Intro||Kanye West||58||Black Skinhead||2||Yeezus||
Baby, we livin' in the moment||Intro||Kanye West||59||Black Skinhead||2||Yeezus||
I've been a menace for the longest||Intro||Kanye West||60||Black Skinhead||2||Yeezus||
But I ain't finished, I'm devoted||Intro||Kanye West||61||Black Skinhead||2||Yeezus||
And you know it, and you know it||Intro||Kanye West||62||Black Skinhead||2||Yeezus||
So follow me up cause this shit 'bout to go (Down)||Intro||Kanye West||63||Black Skinhead||2||Yeezus||
I'm doing 500, I'm outta control (Now)||Intro||Kanye West||64||Black Skinhead||2||Yeezus||
But there's nowhere to go (Now)||Intro||Kanye West||65||Black Skinhead||2||Yeezus||
And there's no way to slow (Down)||Intro||Kanye West||66||Black Skinhead||2||Yeezus||
If I knew what I knew in the past||Intro||Kanye West||67||Black Skinhead||2||Yeezus||
I would've been blacked out on your ass||Intro||Kanye West||68||Black Skinhead||2||Yeezus||
God! God! God! God!||Intro||Kanye West||69||Black Skinhead||2||Yeezus||
God! God! God! God!||Intro||Kanye West||70||Black Skinhead||2||Yeezus||
God! God! God!||Intro||Kanye West||71||Black Skinhead||2||Yeezus||
Blazin', mi don't want dem||Intro||Kanye West & Capelton||1||I Am a God||3||Yeezus||
Mi need dem||Intro||Kanye West & Capelton||2||I Am a God||3||Yeezus||
Blazin||Intro||Kanye West & Capelton||3||I Am a God||3||Yeezus||
Suh mi tek har outta bugah red and put her in a tall skirt||Intro||Kanye West & Capelton||4||I Am a God||3||Yeezus||
And now she find out what life is really worth||Intro||Kanye West & Capelton||5||I Am a God||3||Yeezus||
No to X rated||Intro||Kanye West & Capelton||6||I Am a God||3||Yeezus||
Yo mi tek har outta bugah red and put her in a tall skirt||Intro||Kanye West & Capelton||7||I Am a God||3||Yeezus||
And now she find out what life is really worth||Intro||Kanye West & Capelton||8||I Am a God||3||Yeezus||
No to X rated||Intro||Kanye West & Capelton||9||I Am a God||3||Yeezus||
I am a God||Intro||Kanye West & Capelton||10||I Am a God||3||Yeezus||
I am a God||Intro||Kanye West & Capelton||11||I Am a God||3||Yeezus||
I am a God||Intro||Kanye West & Capelton||12||I Am a God||3||Yeezus||
I am a God||Chorus||Kanye West||13||I Am a God||3||Yeezus||
Hurry up with my damn massage||Chorus||Kanye West||14||I Am a God||3||Yeezus||
Hurry up with my damn ménage||Chorus||Kanye West||15||I Am a God||3||Yeezus||
Get the Porsche out the damn garage||Chorus||Kanye West||16||I Am a God||3||Yeezus||
I am a God||Chorus||Kanye West||17||I Am a God||3||Yeezus||
Even though I'm a man of God||Chorus||Kanye West||18||I Am a God||3||Yeezus||
My whole life in the hand of God||Chorus||Kanye West||19||I Am a God||3||Yeezus||
So y'all better quit playin' with God||Chorus||Kanye West||20||I Am a God||3||Yeezus||
Soon as they like you make 'em unlike you||Verse 1||Kanye West||21||I Am a God||3||Yeezus||
Cause kissin' people ass is so unlike you||Verse 1||Kanye West||22||I Am a God||3||Yeezus||
The only rapper compared to Michael||Verse 1||Kanye West||23||I Am a God||3||Yeezus||
So here's a few hatin'-ass niggas to fight you||Verse 1||Kanye West||24||I Am a God||3||Yeezus||
And here's a few snake-ass niggas to bite you||Verse 1||Kanye West||25||I Am a God||3||Yeezus||
And I don't even wanna hear 'bout what niggas might do||Verse 1||Kanye West||26||I Am a God||3||Yeezus||
Old niggas mentally still in high school||Verse 1||Kanye West||27||I Am a God||3||Yeezus||
Since the tight jeans they ain't never liked you||Verse 1||Kanye West||28||I Am a God||3||Yeezus||
Pink-ass polos with a fuckin' backpack||Verse 1||Kanye West||29||I Am a God||3||Yeezus||
But everybody know you brought real rap back||Verse 1||Kanye West||30||I Am a God||3||Yeezus||
Nobody had swag, man, we the Rat Pack||Verse 1||Kanye West||31||I Am a God||3||Yeezus||
Virgil, Pyrex, Don C snapback||Verse 1||Kanye West||32||I Am a God||3||Yeezus||
Ibn diamond, Chi-town shinin'||Verse 1||Kanye West||33||I Am a God||3||Yeezus||
Monop' in this bitch again, changed the climate||Verse 1||Kanye West||34||I Am a God||3||Yeezus||
Hop in this bitch to give Saint the garment||Verse 1||Kanye West||35||I Am a God||3||Yeezus||
Until the day I get struck by lightning||Verse 1||Kanye West||36||I Am a God||3||Yeezus||
I am a God||Chorus||Kanye West||37||I Am a God||3||Yeezus||
So hurry up with my damn massage||Chorus||Kanye West||38||I Am a God||3||Yeezus||
In a French-ass restaurant||Chorus||Kanye West||39||I Am a God||3||Yeezus||
Hurry up with my damn croissants||Chorus||Kanye West||40||I Am a God||3||Yeezus||
I am a God||Chorus||Kanye West||41||I Am a God||3||Yeezus||
I am a God||Chorus||Kanye West||42||I Am a God||3||Yeezus||
I am a God||Chorus||Kanye West||43||I Am a God||3||Yeezus||
Ahh!||Break||Kanye West||44||I Am a God||3||Yeezus||
Ahh!||Break||Kanye West||45||I Am a God||3||Yeezus||
I just talked to Jesus||Verse 2||Kanye West||46||I Am a God||3||Yeezus||
He said, "What up, Yeezus?"||Verse 2||Kanye West||47||I Am a God||3||Yeezus||
I said, "Shit—I'm chillin'||Verse 2||Kanye West||48||I Am a God||3||Yeezus||
Tryna stack these millions"||Verse 2||Kanye West||49||I Am a God||3||Yeezus||
I know he the most high||Verse 2||Kanye West||50||I Am a God||3||Yeezus||
But I am a close high||Verse 2||Kanye West||51||I Am a God||3||Yeezus||
Mi casa, su casa||Verse 2||Kanye West||52||I Am a God||3||Yeezus||
That's our cosa nostra||Verse 2||Kanye West||53||I Am a God||3||Yeezus||
I am a God||Verse 2||Kanye West||54||I Am a God||3||Yeezus||
I am a God||Verse 2||Kanye West||55||I Am a God||3||Yeezus||
I am a God||Verse 2||Kanye West||56||I Am a God||3||Yeezus||
Ahh!||Break||Kanye West||57||I Am a God||3||Yeezus||
Ahh!||Break||Kanye West||58||I Am a God||3||Yeezus||
Ahh!||Break||Kanye West||59||I Am a God||3||Yeezus||
Ahh!||Break||Kanye West||60||I Am a God||3||Yeezus||
Ain't no way I'm givin' up, I'm a God||Outro||Justin Vernon||61||I Am a God||3||Yeezus||
I can hold my liquor||Intro||Justin Vernon||1||Hold My Liquor||5||Yeezus||
But this man can’t handle his weed||Intro||Justin Vernon||2||Hold My Liquor||5||Yeezus||
Dark and lonely now||Intro||Justin Vernon||3||Hold My Liquor||5||Yeezus||
On Chicago, south of town||Intro||Justin Vernon||4||Hold My Liquor||5||Yeezus||
I'm on to Indiana||Intro||Justin Vernon||5||Hold My Liquor||5||Yeezus||
I heard it in the radio now||Intro||Justin Vernon||6||Hold My Liquor||5||Yeezus||
I can't handle no liquor||Chorus||Chief Keef||7||Hold My Liquor||5||Yeezus||
But these bitches can't handle me||Chorus||Chief Keef||8||Hold My Liquor||5||Yeezus||
I can't control my niggas||Chorus||Chief Keef||9||Hold My Liquor||5||Yeezus||
And my niggas they can't control me||Chorus||Chief Keef||10||Hold My Liquor||5||Yeezus||
You say you know me, my nigga||Chorus||Chief Keef||11||Hold My Liquor||5||Yeezus||
But you really just know the old me||Chorus||Chief Keef||12||Hold My Liquor||5||Yeezus||
Bitch, I'm back out my coma||Verse||Kanye West||13||Hold My Liquor||5||Yeezus||
Wakin' up on your sofa||Verse||Kanye West||14||Hold My Liquor||5||Yeezus||
When I park my Range Rover||Verse||Kanye West||15||Hold My Liquor||5||Yeezus||
Slightly scratch your Corolla||Verse||Kanye West||16||Hold My Liquor||5||Yeezus||
Okay, I smashed your Corolla||Verse||Kanye West||17||Hold My Liquor||5||Yeezus||
I'm hangin' on a hangover||Verse||Kanye West||18||Hold My Liquor||5||Yeezus||
Five years we been over||Verse||Kanye West||19||Hold My Liquor||5||Yeezus||
Ask me why I came over||Verse||Kanye West||20||Hold My Liquor||5||Yeezus||
One more hit and I can own ya||Verse||Kanye West||21||Hold My Liquor||5||Yeezus||
One more fuck and I can own ya||Verse||Kanye West||22||Hold My Liquor||5||Yeezus||
One cold night in October||Verse||Kanye West||23||Hold My Liquor||5||Yeezus||
Pussy had me floatin'||Verse||Kanye West||24||Hold My Liquor||5||Yeezus||
Feel like Deepak Chopra||Verse||Kanye West||25||Hold My Liquor||5||Yeezus||
Pussy had me dead||Verse||Kanye West||26||Hold My Liquor||5||Yeezus||
Might call 2Pac over||Verse||Kanye West||27||Hold My Liquor||5||Yeezus||
Yeezy's all on your sofa||Verse||Kanye West||28||Hold My Liquor||5||Yeezus||
These the Red Octobers||Verse||Kanye West||29||Hold My Liquor||5||Yeezus||
Still ain't learn me no manners||Verse||Kanye West||30||Hold My Liquor||5||Yeezus||
You love me when I ain't sober||Verse||Kanye West||31||Hold My Liquor||5||Yeezus||
You love me when I'm hungover||Verse||Kanye West||32||Hold My Liquor||5||Yeezus||
Even when I blow doja||Verse||Kanye West||33||Hold My Liquor||5||Yeezus||
Then her auntie came over||Verse||Kanye West||34||Hold My Liquor||5||Yeezus||
Skinny bitch with no shoulders||Verse||Kanye West||35||Hold My Liquor||5||Yeezus||
Tellin' you that I'm bogus||Verse||Kanye West||36||Hold My Liquor||5||Yeezus||
Bitch, you don't even know us||Verse||Kanye West||37||Hold My Liquor||5||Yeezus||
"Baby girl, he's a loner"||Verse||Kanye West||38||Hold My Liquor||5||Yeezus||
"Baby girl, he's a loner"||Verse||Kanye West||39||Hold My Liquor||5||Yeezus||
Late-night organ donor||Verse||Kanye West||40||Hold My Liquor||5||Yeezus||
After that, he disown ya||Verse||Kanye West||41||Hold My Liquor||5||Yeezus||
After that he's just hopeless||Verse||Kanye West||42||Hold My Liquor||5||Yeezus||
Soul mates become soulless||Verse||Kanye West||43||Hold My Liquor||5||Yeezus||
"When it's over it's over"||Verse||Kanye West||44||Hold My Liquor||5||Yeezus||
And bitch, I'm back out my coma||Verse||Kanye West||45||Hold My Liquor||5||Yeezus||
Callin' up your uncle's place||Refrain||Justin Vernon||46||Hold My Liquor||5||Yeezus||
Shit's all over the place||Refrain||Justin Vernon||47||Hold My Liquor||5||Yeezus||
I don't hear your phone||Refrain||Justin Vernon||48||Hold My Liquor||5||Yeezus||
Oh, I wanna phone home||Refrain||Justin Vernon||49||Hold My Liquor||5||Yeezus||
I can't handle no liquor||Chorus||Chief Keef||50||Hold My Liquor||5||Yeezus||
But these bitches can't handle me||Chorus||Chief Keef||51||Hold My Liquor||5||Yeezus||
I can't control my niggas||Chorus||Chief Keef||52||Hold My Liquor||5||Yeezus||
And my niggas they can't control me||Chorus||Chief Keef||53||Hold My Liquor||5||Yeezus||
You say you know me, my nigga||Chorus||Chief Keef||54||Hold My Liquor||5||Yeezus||
But you really just know the old me||Chorus||Chief Keef||55||Hold My Liquor||5||Yeezus||
I heard you need a new fad (A new girl)||Bridge||Justin Vernon & Kanye West||56||Hold My Liquor||5||Yeezus||
I heard you need a new stack (A new girl)||Bridge||Justin Vernon & Kanye West||57||Hold My Liquor||5||Yeezus||
I heard you need a new phone (A new girl)||Bridge||Justin Vernon & Kanye West||58||Hold My Liquor||5||Yeezus||
I know your 'rents ain't be home (A new girl)||Bridge||Justin Vernon & Kanye West||59||Hold My Liquor||5||Yeezus||
Callin' up your uncle's place||Refrain||Justin Vernon||60||Hold My Liquor||5||Yeezus||
Shit's all over the place||Refrain||Justin Vernon||61||Hold My Liquor||5||Yeezus||
I don't hear your phone||Refrain||Justin Vernon||62||Hold My Liquor||5||Yeezus||
Oh, I wanna phone home||Refrain||Justin Vernon||63||Hold My Liquor||5||Yeezus||
Damn, your lips very soft||Verse 1||Kanye West||1||I’m In It||6||Yeezus||
As I turn my Blackberry off||Verse 1||Kanye West||2||I’m In It||6||Yeezus||
And I turn your bathwater on||Verse 1||Kanye West||3||I’m In It||6||Yeezus||
And you turn off your iPhone||Verse 1||Kanye West||4||I’m In It||6||Yeezus||
Careless whispers, eye fuckin', bitin' ass||Verse 1||Kanye West||5||I’m In It||6||Yeezus||
Neck, ears, hair, legs, eating ass||Verse 1||Kanye West||6||I’m In It||6||Yeezus||
Your pussy's too good, I need to crash||Verse 1||Kanye West||7||I’m In It||6||Yeezus||
Your titties, let 'em out, free at last||Verse 1||Kanye West||8||I’m In It||6||Yeezus||
Thank God almighty, they free at last||Verse 1||Kanye West||9||I’m In It||6||Yeezus||
We was up at the party but we was leavin' fast||Verse 1||Kanye West||10||I’m In It||6||Yeezus||
Had to stop at 7-Eleven like I needed gas||Verse 1||Kanye West||11||I’m In It||6||Yeezus||
I'm lyin', I needed condoms, don't look through the glass||Verse 1||Kanye West||12||I’m In It||6||Yeezus||
Chasin' love, all the bittersweet hours lost||Verse 1||Kanye West||13||I’m In It||6||Yeezus||
Eatin' Asian pussy, all I need was sweet and sour sauce||Verse 1||Kanye West||14||I’m In It||6||Yeezus||
Tell your boss you need an extra hour off||Verse 1||Kanye West||15||I’m In It||6||Yeezus||
Get you super wet after we turn the shower off||Verse 1||Kanye West||16||I’m In It||6||Yeezus||
That's all dem can do (Say wah? Say wah? Say wah? Say wah?)||Bridge||Assassin||17||I’m In It||6||Yeezus||
That's all dem can do||Bridge||Assassin||18||I’m In It||6||Yeezus||
We deal with action ting||Bridge||Assassin||19||I’m In It||6||Yeezus||
Just a badman ting a-dat man do||Bridge||Assassin||20||I’m In It||6||Yeezus||
Action ting, yo, a badman ting||Bridge||Assassin||21||I’m In It||6||Yeezus||
I'm a badman if you know say||Verse 2||Assassin||22||I’m In It||6||Yeezus||
Disrespect we no tek, no way José||Verse 2||Assassin||23||I’m In It||6||Yeezus||
Try that 'pon February the 30th||Verse 2||Assassin||24||I’m In It||6||Yeezus||
That's right, couldn't try that no day||Verse 2||Assassin||25||I’m In It||6||Yeezus||
When we roll 'round 'pon your block||Verse 2||Assassin||26||I’m In It||6||Yeezus||
Nuh badda feel seh we won't spray, like a aerosol can||Verse 2||Assassin||27||I’m In It||6||Yeezus||
When we roll 'round 'pon your block||Verse 2||Assassin||28||I’m In It||6||Yeezus||
Nuh badda feel seh we won't spray, like an aerosol can||Verse 2||Assassin||29||I’m In It||6||Yeezus||
We a gon' smile 'pon court day||Verse 2||Assassin||30||I’m In It||6||Yeezus||
Becuh we beat murder charge like O.J||Verse 2||Assassin||31||I’m In It||6||Yeezus||
That’s right, I’m in it||Chorus||Kanye West and Justin Vernon||32||I’m In It||6||Yeezus||
(Should’ve known I would fall)||Chorus||Kanye West and Justin Vernon||33||I’m In It||6||Yeezus||
I’m in it||Chorus||Kanye West and Justin Vernon||34||I’m In It||6||Yeezus||
(Steppin' on cracks on the floor)||Chorus||Kanye West and Justin Vernon||35||I’m In It||6||Yeezus||
That’s right||Chorus||Kanye West and Justin Vernon||36||I’m In It||6||Yeezus||
(And your boys at your door)||Chorus||Kanye West and Justin Vernon||37||I’m In It||6||Yeezus||
That’s right, I’m in it||Chorus||Kanye West and Justin Vernon||38||I’m In It||6||Yeezus||
(Well, you need to fight for your own)||Chorus||Kanye West and Justin Vernon||39||I’m In It||6||Yeezus||
That’s right, I’m in it||Chorus||Kanye West and Justin Vernon||40||I’m In It||6||Yeezus||
(Then don’t let me at your table)||Chorus||Kanye West and Justin Vernon||41||I’m In It||6||Yeezus||
I’m in it||Chorus||Kanye West and Justin Vernon||42||I’m In It||6||Yeezus||
(If you just gonna lay there)||Chorus||Kanye West and Justin Vernon||43||I’m In It||6||Yeezus||
Damn right||Chorus||Kanye West and Justin Vernon||44||I’m In It||6||Yeezus||
(Fist jumps in the air, you love flame wars)||Chorus||Kanye West and Justin Vernon||45||I’m In It||6||Yeezus||
(I'll be gone long, grab that ass, shed your clothes)||Chorus||Kanye West and Justin Vernon||46||I’m In It||6||Yeezus||
Uh, picked up where we left off||Verse 3||Kanye West||47||I’m In It||6||Yeezus||
Uh, I need you home when I get off||Verse 3||Kanye West||48||I’m In It||6||Yeezus||
Uh, you know I need that wet mouth||Verse 3||Kanye West||49||I’m In It||6||Yeezus||
Uh, I know you need that reptile||Verse 3||Kanye West||50||I’m In It||6||Yeezus||
Uh, she cut from a different textile||Verse 3||Kanye West||51||I’m In It||6||Yeezus||
Uh, she love different kinds of sex now||Verse 3||Kanye West||52||I’m In It||6||Yeezus||
Uh, black girl sippin' white wine||Verse 3||Kanye West||53||I’m In It||6||Yeezus||
Put my fist in her like a civil rights sign||Verse 3||Kanye West||54||I’m In It||6||Yeezus||
And grabbed it with a slight grind||Verse 3||Kanye West||55||I’m In It||6||Yeezus||
And held it 'til the right time||Verse 3||Kanye West||56||I’m In It||6||Yeezus||
Then she came like AAAAAHHH!||Verse 3||Kanye West||57||I’m In It||6||Yeezus||
That's why I'm in it and I can't get out||Chorus 2||Assassin, Kanye West, and Justin Vernon||58||I’m In It||6||Yeezus||
That's all dem can do (Say wah? Say wah? Say wah? Say wah?)||Chorus 2||Assassin, Kanye West, and Justin Vernon||59||I’m In It||6||Yeezus||
That's why I'm in it and I can't get out||Chorus 2||Assassin, Kanye West, and Justin Vernon||60||I’m In It||6||Yeezus||
(That's all dem can do)||Chorus 2||Assassin, Kanye West, and Justin Vernon||61||I’m In It||6||Yeezus||
That's all dem can do||Chorus 2||Assassin, Kanye West, and Justin Vernon||62||I’m In It||6||Yeezus||
We deal with action ting||Chorus 2||Assassin, Kanye West, and Justin Vernon||63||I’m In It||6||Yeezus||
Just a badman ting a-dat man do||Chorus 2||Assassin, Kanye West, and Justin Vernon||64||I’m In It||6||Yeezus||
That's right I'm in it||Chorus 2||Assassin, Kanye West, and Justin Vernon||65||I’m In It||6||Yeezus||
I'll be gone long, grab that ass, shed your clothes||Chorus 2||Assassin, Kanye West, and Justin Vernon||66||I’m In It||6||Yeezus||
Say you long for me, for you||Bridge||Justin Vernon||67||I’m In It||6||Yeezus||
Lay it off with all your rules||Bridge||Justin Vernon||68||I’m In It||6||Yeezus||
Star fucker||Bridge||Justin Vernon||69||I’m In It||6||Yeezus||
Star fucker||Bridge||Justin Vernon||70||I’m In It||6||Yeezus||
Star fucker||Bridge||Justin Vernon||71||I’m In It||6||Yeezus||
Who, where?||Bridge||Justin Vernon||72||I’m In It||6||Yeezus||
Time to take it too far now||Outro||Kanye West||73||I’m In It||6||Yeezus||
Uh, Michael Douglas out the car now||Outro||Kanye West||74||I’m In It||6||Yeezus||
Uh, got the kids-and-the-wife life||Outro||Kanye West||75||I’m In It||6||Yeezus||
Uh, but can't wake up from the nightlife||Outro||Kanye West||76||I’m In It||6||Yeezus||
Uh, I'm so scared of my demons||Outro||Kanye West||77||I’m In It||6||Yeezus||
Uh, I go to sleep with a nightlight||Outro||Kanye West||78||I’m In It||6||Yeezus||
Uh, my mind move like a Tron bike||Outro||Kanye West||79||I’m In It||6||Yeezus||
Uh, pop a wheelie on the Zeitgeist||Outro||Kanye West||80||I’m In It||6||Yeezus||
Uh, I'm finna start a new movement||Outro||Kanye West||81||I’m In It||6||Yeezus||
Uh, being led by the drums||Outro||Kanye West||82||I’m In It||6||Yeezus||
Uh, I'm a rap-lic priest||Outro||Kanye West||83||I’m In It||6||Yeezus||
Uh, gettin' head by the nuns||Outro||Kanye West||84||I’m In It||6||Yeezus||
Uh, they don't play what I'm playin'||Outro||Kanye West||85||I’m In It||6||Yeezus||
Uh, they don't see what I'm sayin'||Outro||Kanye West||86||I’m In It||6||Yeezus||
Uh, they be ballin' in the D-League||Outro||Kanye West||87||I’m In It||6||Yeezus||
Uh, I be speakin' Swaghili||Outro||Kanye West||88||I’m In It||6||Yeezus||
Strange fruit hangin' from the poplar trees||Intro||Nina Simone||1||Blood on the Leaves||7||Yeezus||
Blood on the leaves||Intro||Nina Simone||2||Blood on the Leaves||7||Yeezus||
I just need to clear my mind now||Intro||Nina Simone||3||Blood on the Leaves||7||Yeezus||
